name1,name2,street1,street2,city,state,zip,phone,intake1,intake2,intake1a,intake2a,service_code_info,latitude,longitude,GEOID,STATE,COUNTY,TRACT,BLOCK
Western Tidewater Community Services,Franklin Service Center,200 East 2nd Avenue,,Franklin,VA,23851,757-562-2208,757-758-5106,,,,SA MH SUMH * OP * CMHC * CHLOR FLUPH HALOP LOXAP PERPH ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * CBT CFT GT IDD IPT TELE AIM * CIT PEON PEOFF * LCCG * CLF CMHG CSBG MC MD MI PI SCJJ SF SI SMHA SWFS VAF * SS * TAY SE GL VET ADM MF CJ CO HV DV TRMA PTSD SED SMI * STU * HIVT STDT TBS MST HBT HCT LABT * PEER * TCC * SMPD * CHLD YAD ADLT SNR * AH * VAPP * FPSY CM SPS,36.6786,-76.9391,516200901001026,51,620,090100,1026
Rappahannock Area Comm Servs Board,Fredericksburg Clinic,600 Jackson Street,,Fredericksburg,VA,22401,540-373-3223,540-373-3223 x2,,,,SA MH SUMH * OP RES * OMH * GT IDD IPT TELE AIM * CIT PEOFF * LCCG * MHC * CMHG MC MD PI SF SI * PEER * SMON * CHLD YAD ADLT SNR * VAPN * ACT COOT PRS CM,38.2995,-77.4772,516300003021026,51,630,000302,1026
Spotsylvania Regional Medical Center,,4600 Spotsylvania Parkway,5th Floor,Fredericksburg,VA,22408,540-498-4344,877-886-7026,,,,SA MH SUMH * HI * IPSY * CHLOR FLUPH HALOP LOXAP PERPH ARIPI BREXP CARIP CLOZA LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT DBT GT IPT * PEON WI * PVTP * MC MD MI PI SF SMHA * CO TRMA SMI * STU * MST LABT * PEER * TCC * SMON * YAD ADLT SNR * AH * VAPN * COOT FPSY IMR IPC SPS,38.2481,-77.4681,511770202031010,51,177,020203,1010
Northwestern Community Services,Warren/Admin Clinic,209 West Criser Road,Suite 100,Front Royal,VA,22630,540-667-8888,,,,,SA MH * OP * CMHC * FLUPH HALOP NRT NSC ANTPYCH * CBT DBT GT IDD IPT TELE * CIT PEOFF WI * LCCG * CLF CMHG CSBG MC MD MI OSF PI SF SWFS * VET ADM MF CJ CO TRMA SMI * STU * HS PEER * TCC * SMPD * YAD ADLT SNR * AH * VPPD * ACT COOT FPSY ICM PRS CM SPS ES,38.9268,-78.1796,511870206011041,51,187,020601,1041
Mount Rogers Community Services Board,Fernwood Counseling Center,6999 Carrollton Pike,Suite 1,Galax,VA,24333,276-238-5600,,,,,SA MH SUMH * OP * CBHC * ARIPI CLOZA QUETI RISPE ANTPYCH * CBT CFT DBT GT IDD IPT TELE AIM * WI * PVTN * CMHG CSBG MC MD PI SCJJ SF SI SMHA SWFS * GL CJ CO TRMA PTSD SMI * STU * MST * PEER * TCC * SMPD * YAD ADLT SNR * AH * VPPD * COOT DEC FPSY CM IPC SPS,36.6565,-80.9117,516400701014001,51,640,070101,4001
Spero Health,,105 Doctors Park,,Galax,VA,24333,276-263-8410,,,,,SA MH * OP * NRT NSC * GT IDD IPT TELE * PVTP * MC MD PI * SE GL CO HV DV TRMA PED SMI * STU * HIVT STDT HBT HCT * PEER * TCC * SMPD * YAD ADLT SNR * VPPD * COOT CM SPS,36.6565,-80.9117,516400701014001,51,640,070101,4001
Henrico Area Mental Health and,Developmental Services,10299 Woodman Road,,Glen Allen,VA,23060,804-727-8500,804-727-8515,,,,SA MH * OP * CMHC * CHLOR FLUPH HALOP ARIPI BREXP CLOZA LURAS OLANZ PALIP QUETI RISPE ZIPRA ANTPYCH * CBT CFT EMDR GT IDD IPT TELE AIM * CIT PEON PEOFF WI * LCCG * CLF CMHG CSBG MC MD MI OSF PI SF SMHA * PA * CJ CO PTSD SED SMI * STU * HIVT STDT TBS MST HBT HCT LABT * HS PEER * TCC * SMPD * CHLD YAD ADLT SNR * AH SP FX * F36 * VAPP * ACT COOT DEC ICM IMR PRS SEMP SH VRS CM IPC SPS,37.6628,-77.534,510872004133002,51,087,200413,3002
Master Center for Addiction Medicine,,6760 Main Street,Suite C,Gloucester,VA,23061,804-332-5950,,,,,SA MH * OP * OMH * NSC * CBT CFT DBT GT IDD IPT TELE * PVTP * MHC * MC MD MI PI SF * CO * PEER * TCC * SMPD * YAD ADLT SNR * VPPD * COOT FPSY CM,37.4126,-76.5464,510731002022008,51,073,100202,2008
Middle Peninsula/Northern Neck CSB,Gloucester Counseling Center,9228 George Washington Mem Highway,,Gloucester,VA,23061,804-693-5057,,804-695-8100,,,SA MH SUMH * OP * CMHC * CHLOR FLUPH HALOP LOXAP PERPH PROCH THIOT THIOR ARIPI ASENA CARIP CLOZA OLANZ OLANZF PALIP QUETI RISPE ZIPRA NSC ANTPYCH * AT CBT CFT DBT EMDR GT IDD IPT TELE * CIT PEON PEOFF WI * PVTN * CLF CMHG CSBG FG MC MD MI OSF PI PCF SCJJ SEF SF SI SMHA SWFS VAF * SS * SE CJ CO SMI * STU * TBS MST * HS PEER * TCC * SMPD * CHLD YAD ADLT SNR * AH * VPPD * ACT COOT FPSY PRS SEMP SH VRS CM SPS,37.4126,-76.5464,510731002022008,51,073,100202,2008
Goochland Powhatan Community Services,,3058 River Road West,,Goochland,VA,23063,804-556-5400,,804-598-2200,,,SA MH SUMH * OP * CMHC * ANTPYCH * CBT DBT GT IDD IPT TELE * CIT PEON PEOFF WI * LCCG * CLF CMHG FG MC MD MI OSF PI SF SI SMHA SWFS * PA SS * TAY SED SMI * STU * MST LABT * PEER * TCC * SMPD * CHLD YAD ADLT SNR * AH * VPPD * AOT COOT PRS CM IPC SPS,37.7688,-78.0112,510754005002048,51,075,400500,2048
Newport Academy,,11901 Plantation Drive,,Great Falls,VA,22066,877-820-6371,,,,,MH * OP PHDT RES * RTCC * AT CBT CFT DBT GT IDD IPT TELE * PVTP * CMHG CSBG PI SF * GL CO TRMA SED * SMON * CHLD * VAPN * DEC FPSY PRS SEMP CM IPC SPS ES,39.0039,-77.3083,510594804023001,51,059,480402,3001
Danville Pittsylvania Community Servs,(DPCS) Gretna Location,111 Center Street,,Gretna,VA,24557,434-799-0456,,,,,MH SUMH * OP * CMHC * HALOP CLOZA OLANZ OLANZF RISPE ANTPYCH * CBT IPT TELE * LCCG * CLF CMHG CSBG MC MD MI OSF PI SCJJ SEF SF SI SMHA SWFS * SS * TAY SED SMI * SMON * CHLD YAD ADLT SNR * AH * VAPN * CM,36.9695,-79.3389,511430101003034,51,143,010100,3034
Cumberland Mountain Comm Servs Board,Buchanan County Satellite Office,- - -,,Grundy,VA,24614,276-935-7154,276-964-6702,,,,SA MH SUMH * OP * OMH * ANTPYCH * CBT GT IPT TELE AIM * CIT * LCCG * CMHG MC MD PI SF SMHA * MST LABT * PEER * SMPD * CHLD YAD ADLT SNR * AH * VPPD * COOT CM SPS,37.2967,-82.1061,510270101004036,51,027,010100,4036
Adult Comprehensive Outpatient Service,,200 Medical Drive,Suites A and B,Hampton,VA,23666,757-788-0200,757-788-0227 x11227,757-788-0266 x11266,,,SA MH SUMH * OP * OMH * CHLOR FLUPH HALOP LOXAP PERPH TRIFL ARIPI CLOZA OLANZ OLANZF PALIP QUETI RISPE ZIPRA ANTPYCH * CBT CFT DBT GT IDD IPT AIM * CIT PEON * LCCG * CLF CMHG MC MD OSF PI SEF SF SI SMHA * SE GL VET ADM MF CJ CO HV DV TRMA TBI ALZ PED PEFP PTSD SMI * STU * MST LABT * PEER * TCC * SMON * YAD ADLT SNR * AH * VAPN * COOT DEC IPC SPS ES,37.0462,-76.4096,516500103121000,51,650,010312,1000
Center for Child and Family Services,,739 Thimble Sholas Boulevard,Building 400,Hampton,VA,23666,757-838-1960,757-838-1960 x0,,,,MH * OP * OMH * CBT CFT DBT GT IPT TELE * PVTN * CMHG MC MD MI PI SF * TAY TRMA PTSD * SMOP * CHLD YAD ADLT SNR * SP * VAPP * COOT FPSY SEMP,37.0462,-76.4096,516500103121000,51,650,010312,1000
Hampton Newport News CSB,Crisis Stabilization Center,- - -,,Hampton,VA,23666,757-315-3650,,,,,SA MH SUMH * RES * RTCA * CHLOR HALOP ARIPI CARIP CLOZA LURAS OLANZ PALIP QUETI RISPE NRT ANTPYCH * CBT CFT DBT GT IPT * LCCG * MD * PEER * SMON * YAD ADLT * AH * VAPN * CM,37.0462,-76.4096,516500103121000,51,650,010312,1000
Integrated Health Services LLC,,2 Eaton Street,Suite 1103,Hampton,VA,23669,757-838-1894,,,,,SA MH SUMH * OP * OMH * AT CBT CFT DBT GT IDD IPT TELE * CIT * PVTP * CLF CMHG CSBG ITU MD MI OSF PI SCJJ SEF SF SI SMHA SWFS VAF * TAY SE GL VET ADM MF CJ CO TRMA TBI PED PTSD SED SMI * TCC * SMPD * CHLD YAD ADLT SNR * SP * VPPD * ACT COOT DEC FPSY PRS CM SPS,37.0436,-76.3426,516500107022019,51,650,010702,2019
Master Center for Addiction Medicine,,2208 Executive Drive,Suite E,Hampton,VA,23666,804-332-5950,,,,,SA MH * OP * OMH * NSC * CBT CFT DBT GT IDD IPT TELE * PVTP * MHC * MC MD MI PI SF * CO * PEER * TCC * SMPD * YAD ADLT SNR * VPPD * COOT FPSY CM,37.0462,-76.4096,516500103121000,51,650,010312,1000
Mental Wellness Now LLC,,1363 North Main Street,,Harrisonburg,VA,22802,540-246-8155,,,,,SA MH SUMH * OP * OMH * NRT * AT CBT CRT CFT DBT EMDR GT IDD IPT TELE * CIT PEON * PVTP * FQHC MHC * CLF CMHG CSBG ITU MD MI OSF PI SCJJ SEF SF SI SMHA SWFS VAF * PA SS * TAY SE GL VET ADM MF CJ CO HV DV TRMA TBI PED PEFP PTSD SED SMI * PEER * TCC * SMPD * CHLD YAD ADLT SNR * SP * VPPD * ACT CDM COOT FPSY ICM IMR PRS VRS CM IPC SPS ES,38.4905,-78.8179,511650105002004,51,165,010500,2004
Dominion Care,,1640 East Parham Road,,Henrico,VA,23228,804-272-2000,,,,,SA MH SUMH * OP * OMH * CHLOR FLUPH HALOP LOXAP PERPH PIMOZ PROCH THIOT THIOR TRIFL ARIPI BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA ANTPYCH * AT CBT CFT DBT GT IDD IPT * PVTP * MC MD PI SF * SS * CO TRMA PTSD * STU * SMPD * CHLD YAD ADLT SNR * AH * VPPD * COOT SPS,37.4638,-77.398,510872016023001,51,087,201602,3001
Hallmark Youthcare,,12800 West Creek Parkway,,Henrico,VA,23238,804-784-2200,804-784-6432,,,,SA MH SUMH * RES * RTCC * AT CBT CFT DBT GT IDD IPT * PVTP * MD PI * CO TRMA PTSD SED * SMON * CHLD * VAPN * COOT FPSY SPS ES,37.52,-77.4369,517600610022013,51,760,061002,2013
Parham Doctors Hospital,Center for Emotional Growth/SA PHP,7702 East Parham Road,"MOB 3, Suite 205",Henrico,VA,23294,804-672-4380,,,,,SA MH SUMH * PHDT * PH * CHLOR FLUPH HALOP PERPH PIMOZ PROCH THIOT THIOR TRIFL ARIPI BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA ANTPYCH * AT CBT CFT DBT GT IDD IPT * PVTP * MC MD PI SF * CO * STU * LABT * SMPD * YAD ADLT SNR * VPPD * FPSY SPS,37.631,-77.546,510872001261012,51,087,200126,1012
SaVida Health,Honaker,5554 Redbud Highway,,Honaker,VA,24260,276-873-0910,,,,,SA MH SUMH * OP * OMH * ANTPYCH * CBT IDD IPT TELE * PVTP * MC MD MI PI SCJJ SF SI VAF * SS * CO * HIVT HBT HCT LABT * PEER * TCC * SMON * YAD ADLT SNR * VAPN * AOT COOT ICM IMR CM ES,37.0395,-82.0246,511670305001001,51,167,030500,1001
Mount Rogers Community Services Board,Grayson Youth and Family Services,108 Bedwell Street,,Independence,VA,24348,276-773-3515,,,,,SA MH SUMH * OP * CMHC * ARIPI ASENA LURAS OLANZ ANTPYCH * AT CBT CFT DBT GT IDD IPT TELE * CIT PEON PEOFF WI * STG * CLF CMHG CSBG MC MD MI OSF PI SCJJ SEF SF SI SMHA SWFS * TAY GL VET ADM MF CO TRMA PEFP PTSD SED SMI * STU * PEER * TCC * SMPD * CHLD YAD ADLT SNR * AH * VPPD * COOT FPSY CM SPS,36.6294,-81.1582,510770602012049,51,077,060201,2049
Frontier Health,Lee County Behavioral Health,34084 Wilderness Road,,Jonesville,VA,24263,276-346-3590,,,,,SA MH SUMH * OP * OMH * CHLOR HALOP LOXAP ARIPI BREXP CARIP ILOPE OLANZ PALIP QUETI RISPE NRT NSC ANTPYCH * AT CBT CFT DBT EMDR GT IDD IPT TELE AIM * CIT WI * PVTN * CMHG CSBG MC MD MI OSF PI SCJJ SEF SF SMHA SWFS VAF * PA SS * TAY SE GL VET ADM MF CJ CO HV TRMA TBI ALZ PED PTSD SED SMI * STU * TBS MST LABT * PEER * TCC * SMPD * CHLD YAD ADLT SNR * AH * VPPD * ACT COOT FPSY ICM PRS SEMP SH TPC VRS CM IPC SPS ES,36.6896,-83.1362,511059505002050,51,105,950500,2050
Master Center for Addiction Medicine,,95 Harris Road,Building 6,Kilmarnock,VA,22482,804-315-3135,,,,,SA MH * OP * OMH * NSC * CBT CFT DBT GT IDD IPT TELE * PVTP * MHC * MC MD MI PI SF * CO * PEER * TCC * SMPD * YAD ADLT SNR * VPPD * COOT FPSY CM,37.7162,-76.382,511030302002007,51,103,030200,2007
Rappahannock General Hospital,Bridges Structured Outpatient Program,- - -,,Kilmarnock,VA,22482,804-435-9237,,,,,MH SUMH * OP * OMH * HALOP LOXAP THIOT CARIP CLOZA OLANZ OLANZF QUETI RISPE ZIPRA ANTPYCH * CBT CFT GT IDD IPT * PVTN * MC MD MI PI SF SMHA VAF * SE CO PEFP SMI * SMPD * YAD ADLT SNR * VPPD * FPSY ES,37.7162,-76.382,511030302002007,51,103,030200,2007
Rappahannock Area Comm Servs Board,King George Clinic,8479 Saint Anthonys Road,,King George,VA,22485,540-373-3223,540-775-9879 x0,,,,SA MH SUMH * OP * OMH * GT IDD IPT TELE AIM * CIT PEOFF * LCCG * MHC * CMHG MC MD PI SF SI * PEER * SMON * CHLD YAD ADLT SNR * VAPN * ACT COOT PRS CM,38.2811,-77.126,510990402001016,51,099,040200,1016
Southside Behavioral Health,Brunswick County,2087 Lawrenceville Plank Road,,Lawrenceville,VA,23868,434-848-4121,,,,,SA MH SUMH * OP * OMH * CHLOR HALOP PERPH ASENA BREXP CARIP CLOZA LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA ANTPYCH * CFT GT IDD IPT TELE AIM * CIT PEON PEOFF WI * LCCG * CLF CMHG CSBG MC MD MI OSF PI SF SI SMHA SWFS * PA SS * TAY CJ CO SED SMI * STU * LABT * PEER * TCC * SMON * CHLD YAD ADLT SNR * AH * VAPN * COOT CM,36.7342,-77.8136,510259302032053,51,025,930203,2053
CMCSB Alcohol Detox/Residential Servs,The Laurels,- - -,,Lebanon,VA,24266,276-964-6702,276-889-3063,,,,SA MH SUMH * RES * RTCA * ANTPYCH * AT CBT GT IDD IPT TELE AIM * CIT * LCCG * MC MD PI SF SMHA * TBS MST LABT * PEER * SMON * YAD ADLT SNR * AH * VAPN * COOT SPS,36.8809,-82.0956,511670304042013,51,167,030404,2013
SaVida Health,Lebanon,1245 East Main Street,,Lebanon,VA,24266,540-443-0114,,,,,SA MH SUMH * OP * OMH * ANTPYCH * CBT IDD IPT TELE * PVTP * MC MD MI PI SCJJ SF SI VAF * SS * CO * HIVT HBT HCT LABT * PEER * TCC * SMON * YAD ADLT SNR * VAPN * AOT COOT ICM IMR CM ES,36.8809,-82.0956,511670304042013,51,167,030404,2013
Inova Behavioral Health Services,,224 Cornwall Street NW,,Leesburg,VA,20176,703-771-2894,,,,,SA MH * HI * PSY * CHLOR FLUPH HALOP PIMOZ PROCH ARIPI ASENA CLOZA ILOPE OLANZ OLANZF PALIP QUETI RISPE ZIPRA ANTPYCH * AT GT * CLF MC MD MI OSF PI PCF SF SI VAF * VET ADM MF CO HV TRMA PEFP PTSD * SMON * YAD ADLT SNR * AH * VAPN,39.1821,-77.5359,511076103003023,51,107,610300,3023
Loudoun County Mental Health Center,,102 Heritage Way NE,Suite 302,Leesburg,VA,20176,703-771-5100,703-771-5155,,,,SA MH SUMH * OP * CMHC * CHLOR FLUPH HALOP PERPH ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ PALIP QUETI RISPE ZIPRA ANTPYCH * CBT CFT GT IDD IPT TELE * CIT PEON PEOFF WI * LCCG * CLF CMHG CSBG FG MC MD OSF SCJJ SEF SF SI SMHA SWFS * PA SS * TAY VET ADM CJ CO TRMA PEFP PTSD SED SMI * STU * MST LABT * PEER * TCC * SMPD * CHLD YAD ADLT SNR * AH SP * VPPD * ACT CDM COOT DEC FPSY ICM IMR CM IPC SPS,39.1821,-77.5359,511076103003023,51,107,610300,3023
Newport Institute,,20173 Gleedsville Road,,Leesburg,VA,20175,855-272-7451,,,,,MH * OP PHDT RES * RTCA * AT CBT CFT DBT EMDR GT IPT TELE * PVTP * PI SF * TAY GL CO PED * SMON * YAD ADLT * VAPN * FPSY CM IPC ES,39.042,-77.6054,511076110291032,51,107,611029,1032
Newport Institute,,20179 Gleedsville Road,,Leesburg,VA,20175,855-272-7451,,,,,MH * OP PHDT RES * RTCA * AT CBT CFT DBT EMDR GT IPT TELE * PVTP * PI SF * TAY GL CO PED * SMON * YAD ADLT * VAPN * FPSY CM IPC ES,39.042,-77.6054,511076110291032,51,107,611029,1032
Newport Institute,,20191 Gleedsville Road,,Leesburg,VA,20175,855-272-7451,,,,,MH * OP PHDT RES * RTCA * AT CBT CFT DBT EMDR GT IPT TELE * PVTP * PI SF * TAY GL CO PED * SMON * YAD ADLT * VAPN * FPSY CM IPC ES,39.042,-77.6054,511076110291032,51,107,611029,1032
North Spring Behavioral Healthcare,,42009 Victory Lane,,Leesburg,VA,20176,703-777-0800,,703-554-6300,,,SA MH SUMH * HI OP PHDT RES * NSC * AT CBT DBT GT IDD IPT TELE * CIT PEON WI * PVTP * CLF CMHG CSBG ITU MD MI OSF PI SCJJ SEF SF SI SMHA SWFS * CO SED * STU * HIVT STDT TBS MST LABT * PEER * SMPD * CHLD * AH * VPPD * COOT DEC FPSY PRS CM SPS ES,39.1821,-77.5359,511076103003023,51,107,610300,3023
Rockbridge Area Community Servs Board,,241 Greenhouse Road,,Lexington,VA,24450,540-463-3141,,855-222-2046,,,SA MH SUMH * OP * OMH * HALOP ARIPI ASENA BREXP CARIP CLOZA LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA ANTPYCH * CBT CFT GT IDD IPT TELE * CIT PEON WI * PVTN * FG MC MD MI OSF PI SF SI SMHA * SS * STU * TBS * PEER * TCC * SMPD * CHLD YAD ADLT SNR * VPPD * COOT FPSY ICM CM IPC SPS,37.7885,-79.4581,516789305015000,51,678,930501,5000
Childhelp USA,Alice Tyler Village of Childhelp,23164 Dragoon Road,,Lignum,VA,22726,540-399-1926,540-729-5972,540-399-5073,,,MH SUMH * RES * RTCC * CHLOR HALOP LOXAP ARIPI LURAS OLANZ OLANZF QUETI RISPE ANTPYCH * AT CBT CFT DBT GT IPT * CIT PEON * PVTN * CLF MD MI OSF PI PCF SCJJ SEF SF SMHA SWFS * MF TRMA PTSD SED * HIVT STDT TBS MST HBT HCT LABT * SMON * CHLD * SP * VAPN * DEC FPSY CM IPC SPS ES,38.3956,-77.83,510479304003068,51,047,930400,3068
Northwestern Community Services,Page Clinic,136 General Drive,,Luray,VA,22835,540-636-2931,,,,,SA MH * OP * CMHC * FLUPH HALOP NRT NSC ANTPYCH * CBT DBT GT IDD IPT TELE * CIT PEOFF WI * LCCG * CLF CMHG CSBG MC MD MI OSF PI SF SWFS * VET ADM MF CJ CO TRMA SMI * STU * HS PEER * TCC * SMPD * YAD ADLT SNR * AH * VPPD * ACT COOT FPSY ICM PRS CM SPS ES,38.6548,-78.4596,511390303003027,51,139,030300,3027
SaVida Health,Luray,700 East Main Street,,Luray,VA,22835,540-742-7330,,,,,SA MH SUMH * OP * NRT NSC ANTPYCH * IDD * PVTP * MC MD PI SF * SE GL VET CO HV SMI * STU * HIVT MST HBT HCT LABT * TCC * SMPD * YAD ADLT SNR * VPPD * IPC SPS,38.6548,-78.4596,511390303003027,51,139,030300,3027
Centra Health Inc,Bridges Treatment Center,693 Leesville Road,,Lynchburg,VA,24502,434-200-5700 x5025,434-200-5700,434-200-4444,,,MH SUMH * RES * RTCC * CHLOR FLUPH HALOP LOXAP PERPH PIMOZ PROCH THIOT THIOR TRIFL ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT ANTPYCH * AT CBT CFT DBT GT IPT TELE * PVTN * CLF CMHG CSBG MD MI OSF PI SCJJ SEF SF SI SMHA SWFS * GL TRMA PTSD SED * STU * HIVT STDT TBS MST HBT HCT LABT * TCC * SMON * CHLD * VAPN * DEC FPSY ICM CM SPS ES,37.3825,-79.2181,516800009022011,51,680,000902,2011
UVA Health System,Prince William Medical Center,8680 Hospital Way,,Manassas,VA,20110,703-369-8464,703-369-8864,,,,SA MH SUMH * HI * IPSY * ARIPI ASENA BREXP CARIP CLOZA LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT ANTPYCH * AT CBT DBT GT IDD AIM * PEON WI * PVTN * CLF MC MD PI SF SMHA * SS * CO * STU * MST LABT * TCC * SMON * YAD ADLT SNR * AH * VAPN * FPSY CM SPS,38.7492,-77.4878,516839104011005,51,683,910401,1005
Mount Rogers Community Services Board,Cornerstone,220 Hospital Avenue,,Marion,VA,24354,276-783-2356,,,,,SA MH SUMH * RES * RTCA * NRT NSC ANTPYCH * AT CBT CFT DBT EMDR GT IDD IPT TELE AIM * CIT PEOFF * PVTN * CMHG MD OSF PI SF SI SMHA * SS * SE CO SMI * STU * HIVT STDT TBS MST HBT HCT LABT * PEER * TCC * SMON * YAD ADLT SNR * AH * VAPN * DEC FPSY CM IPC SPS ES,36.8273,-81.5349,511730303013037,51,173,030301,3037
EHS Martinsville,,6 Wall Street,Suite 205,Martinsville,VA,24112,276-638-0308,,,,,SA MH SUMH * OP * OMH * CBT CFT DBT GT IDD IPT TELE * PVTP * MD PI SF * SE CO TRMA PTSD SMI * HS * SMPD * YAD ADLT SNR * VPPD * SPS ES,36.6871,-79.8691,516900003002027,51,690,000300,2027
Piedmont Community Services,,24 Clay Street,,Martinsville,VA,24112,276-632-7128,,276-632-2108,,,SA MH SUMH * OP * CMHC * CHLOR FLUPH HALOP LOXAP PERPH PROCH THIOT THIOR TRIFL ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA ANTPYCH * CBT GT IDD IPT TELE * CIT PEON PEOFF WI * LCCG * CLF CMHG CSBG MC MD MI OSF PI SCJJ SEF SF SMHA SWFS * PA SS * CJ TRMA PTSD SED * STU * TBS MST * PEER * SMON * CHLD YAD ADLT SNR * AH * VAPN * COOT SH CM SPS,36.6871,-79.8691,516900003002027,51,690,000300,2027
Piedmont Community Services,Horizons Day Treatment Programs,- - -,,Martinsville,VA,24112,276-632-9608,,,,,MH SUMH * OP * AT * PVTN * CMHG MD SF SMHA * SS * SMI * PEER * SMPD * YAD ADLT SNR * VPPD * DEC PRS,36.6871,-79.8691,516900003002027,51,690,000300,2027
Spero Health,Martinsville VA Clinic,314 Fairy Street,Suite B,Martinsville,VA,24112,276-201-1647,,,,,SA MH * OP * NRT NSC * GT IDD IPT TELE * PVTP * MC MD PI * SE GL CO HV DV TRMA PED SMI * STU * HIVT STDT HBT HCT * PEER * TCC * SMPD * YAD ADLT SNR * VPPD * COOT CM SPS,36.6871,-79.8691,516900003002027,51,690,000300,2027
Center for Discovery,McLean,5949 Oakdale Road,,McLean,VA,22101,866-944-9796,,,,,SA MH * RES * RTCA * CBT CFT DBT GT IPT * PVTP * CLF CMHG CSBG MI OSF PI SCJJ SEF SF SI SMHA SWFS * PED * MST * HS * SMPD * YAD ADLT * VPPD * DEC FPSY CM,38.9326,-77.1706,510594704001007,51,059,470400,1007
Newport Academy,,1318 Kurtz Road,,McLean,VA,22101,877-820-6371,,,,,MH * OP PHDT RES * RTCC * AT CBT CFT DBT GT IDD IPT TELE * PVTP * PI SF * GL CO TRMA PTSD SED * SMON * CHLD * VAPN * DEC FPSY PRS VRS CM IPC ES,38.9326,-77.1706,510594704001007,51,059,470400,1007
Hanover County Comm Services Board,,8475 Bell Creek Road,,Mechanicsville,VA,23116,804-365-4222,,,,,SA MH SUMH * OP * CMHC * FLUPH HALOP LOXAP PERPH THIOT THIOR TRIFL ARIPI ASENA BREXP CARIP CLOZA ILOPE OLANZ OLANZF PALIP QUETI RISPE ZIPRA ANTPYCH * AT CBT CFT DBT GT IDD IPT TELE AIM * CIT PEOFF * LCCG * CLF CMHG CSBG MC MD MI OSF PI SCJJ SEF SF SI SMHA SWFS * PA SS * TAY CO SED SMI * STU * MST LABT * TCC * SMPD * CHLD YAD ADLT SNR * AH * VPPD * COOT FPSY CM,37.6691,-77.3294,510853210041005,51,085,321004,1005
Family Insight,,2820 Waterford Lake Drive,Suite 102,Midlothian,VA,23112,804-658-4509,,,,,SA MH SUMH * OP * OMH * AT CBT CRT CFT DBT GT IDD IPT TELE * PVTP * MD PI SF SI SMHA VAF * SMON * CHLD YAD ADLT SNR * VAPN * COOT FPSY,37.431,-77.6545,510411009121009,51,041,100912,1009
Center for Child and Family Services,,739 Thimble Shoals Boulevard,Suite 400,Newport News,VA,23606,757-838-1960,,,,,MH * OP * OMH * AT CBT CFT DBT GT IPT TELE * PVTN * CMHG MD MI PI SF * TAY VET ADM MF TRMA PTSD * SMOP * CHLD YAD ADLT SNR * SP * VAPP * COOT FPSY SPS,37.0768,-76.4967,517000317011004,51,700,031701,1004
Universal Mental Health Services LLC,,714 J Clyde Morris Boulevard,Suite 180,Newport News,VA,23601,757-706-3309,,,,,SA MH SUMH * OP * OMH * CBT CFT DBT GT IDD IPT TELE * PVTP * MHC * MC MD PI SF * TAY CO TRMA PTSD SMI * SMOP * CHLD YAD ADLT SNR * VAPP * COOT FPSY,37.058,-76.4607,517000316042000,51,700,031604,2000
Childrens Services Center,Robin Hood Road Center,5505 Robin Hood Road,Suites C-1 and C-2,Norfolk,VA,23513,757-756-5600,,,,,SA MH SUMH * OP * CMHC * CBT CFT IDD IPT TELE * PEON PEOFF * LCCG * CLF MD OSF PI SF SMHA * SS * TAY MF CJ CO TRMA PED SED * STU * MST LABT * SMPD * CHLD * AH * VPPD * COOT FPSY CM SPS,36.8914,-76.2396,517100060001015,51,710,006000,1015
Kempsville Center for Behavioral Hlth,Kempsville Center,860 Kempsville Road,,Norfolk,VA,23502,757-461-4565,,877-409-2228,,,SA MH SUMH * HI PHDT RES * ANTPYCH * AT CBT GT IDD IPT TELE * CIT PEON WI * PVTP * CLF MD MI OSF PI SCJJ SEF SF SI SMHA SWFS * GL MF CO TRMA PTSD SED * SMON * CHLD * AH * VAPN * SPS,36.8546,-76.2143,517100070021001,51,710,007002,1001
Master Center for Addiction Medicine,,701 South Main Street,Suite 100-A,Norfolk,VA,23523,804-315-3135,,,,,SA MH * OP * OMH * NSC * CBT CFT DBT GT IDD IPT TELE * PVTP * MHC * MC MD MI PI SF * CO * PEER * TCC * SMPD * YAD ADLT SNR * VPPD * COOT FPSY CM,36.8294,-76.2701,517100051002023,51,710,005100,2023
