"GEOID.x","NAME","populationE","populationM","med_incE","med_incM","whiteE","whiteM","blackE","blackM","nativeE","nativeM","asianE","asianM","total_raceE","total_raceM","poverty_totalE","poverty_totalM","poverty_belowE","poverty_belowM","white_pct","black_pct","native_pct","asian_pct","poverty_rate_pct","ZIP","name1","name2","street1","street2","city","state","phone","intake1","intake2","intake1a","intake2a","service_code_info","full_address","location","latitude","longitude","GEOID.y","STATE","COUNTY","TRACT","BLOCK","GEOID_truncated"
"11203","ZCTA5 11203",78506,2674,68006,2758,4399,737,64474,2544,110,84,1462,354,78506,2674,76922,2678,11030,1356,5.6033933712073,82.1262069141212,0.140116678979951,1.86227804244262,14.3392007488105,"11203","NYC Health and Hospital/Kings","KCHC/BH/Adult Outpatient Services","451 Clarkson Avenue","Building R","Brooklyn","NY","718-245-2704","718-245-2727",NA,NA,NA,"SA MH SUMH * OP * OMH * FLUPH HALOP ARIPI CLOZA PALIP RISPE NRT NSC ANTPYCH * AT CBT CFT DBT GT IDD IPT TELE AIM * CIT PEON WI * LCCG * MC MD PI SF SI * PA SS * TAY PEFP SMI * STU * HIVT STDT TBS MST LABT * PEER * TCC * SMON * YAD ADLT SNR * AH SP FX * F4 F19 * VAPN * AOT COOT FPSY CM IPC SPS","451 Clarkson Avenue, Brooklyn, NY 11203","Kings County Hospital Center, 451, Clarkson Avenue, Brooklyn Community District 17, Brooklyn, Kings County, City of New York, New York, 11203, United States",40.6564684,-73.9436745,"360470808001001",36,"047","080800",1001,"36047080800"
"11203","ZCTA5 11203",78506,2674,68006,2758,4399,737,64474,2544,110,84,1462,354,78506,2674,76922,2678,11030,1356,5.6033933712073,82.1262069141212,0.140116678979951,1.86227804244262,14.3392007488105,"11203","NYC/HHC Kings County Hospital Center","KCHC Child/Adolescent Psych IP Servs","451 Clarkson Avenue","Building R","Brooklyn","NY","718-245-2751",NA,NA,NA,NA,"MH SUMH * HI * IPSY * CHLOR FLUPH HALOP LOXAP PERPH ARIPI CLOZA LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT CFT GT IDD IPT TELE AIM * CIT PEON WI * LCCG * MD PI SF SI SWFS * PA SS * SED * STU * HIVT STDT TBS MST LABT * PEER * TCC * SMON * CHLD YAD * AH SP FX * F19 * VAPN * AOT COOT FPSY CM IPC SPS","451 Clarkson Avenue, Brooklyn, NY 11203","Kings County Hospital Center, 451, Clarkson Avenue, Brooklyn Community District 17, Brooklyn, Kings County, City of New York, New York, 11203, United States",40.6564684,-73.9436745,"360470808001001",36,"047","080800",1001,"36047080800"
"11203","ZCTA5 11203",78506,2674,68006,2758,4399,737,64474,2544,110,84,1462,354,78506,2674,76922,2678,11030,1356,5.6033933712073,82.1262069141212,0.140116678979951,1.86227804244262,14.3392007488105,"11203","NYC/HHC Kings County Hospital Center","Kings County Hospital CPEP","451 Clarkson Avenue","Building R","Brooklyn","NY","718-245-2310",NA,NA,NA,NA,"SA MH SUMH * HI OP * IPSY * CHLOR FLUPH HALOP LOXAP PERPH ARIPI CLOZA LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT CFT GT IDD IPT TELE AIM * CIT PEON PEOFF WI * LCCG * MC MD PI SF SI * PA SS * TAY SE CO SED SMI * STU * HIVT STDT TBS MST LABT * PEER * TCC * SMON * CHLD YAD ADLT SNR * AH SP FX * F19 * VAPN * AOT COOT FPSY CM IPC SPS","451 Clarkson Avenue, Brooklyn, NY 11203","Kings County Hospital Center, 451, Clarkson Avenue, Brooklyn Community District 17, Brooklyn, Kings County, City of New York, New York, 11203, United States",40.6564684,-73.9436745,"360470808001001",36,"047","080800",1001,"36047080800"
"11203","ZCTA5 11203",78506,2674,68006,2758,4399,737,64474,2544,110,84,1462,354,78506,2674,76922,2678,11030,1356,5.6033933712073,82.1262069141212,0.140116678979951,1.86227804244262,14.3392007488105,"11203","NYC H/H Kings County Hospital Center","Partial Hospitalization Program KCHC","451 Clarkson Avenue","Building R","Brooklyn","NY","718-245-4956",NA,NA,NA,NA,"SA MH SUMH * OP PHDT * PH * FLUPH HALOP ARIPI CLOZA PALIP RISPE NRT NSC ANTPYCH * AT CBT CFT GT IDD IPT TELE AIM * CIT PEON WI * LCCG * MC MD PI SF SI * PA SS * SMI * STU * HIVT STDT TBS MST LABT * PEER * TCC * SMON * YAD ADLT SNR * AH SP FX * F19 * VAPN * AOT COOT FPSY CM SPS","451 Clarkson Avenue, Brooklyn, NY 11203","Kings County Hospital Center, 451, Clarkson Avenue, Brooklyn Community District 17, Brooklyn, Kings County, City of New York, New York, 11203, United States",40.6564684,-73.9436745,"360470808001001",36,"047","080800",1001,"36047080800"
"11204","ZCTA5 11204",80575,3431,64172,4094,44660,2701,658,240,800,453,24763,2132,80575,3431,80303,3425,15434,1711,55.4266211604096,0.816630468507602,0.992863791498604,30.7328575860999,19.2197053659266,"11204","Pesach Tikvah Hope Development Inc",NA,"5309 18Th Avenue","4th Floor","Brooklyn","NY","718-705-5190",NA,NA,NA,NA,"MH SUMH * OP * OMH * CHLOR HALOP ARIPI CARIP CLOZA LURAS OLANZ OLANZF QUETI RISPE ANTPYCH * PVTN * MD SF * TAY SE TRMA PTSD SED SMI * STU * TCC * SMON * CHLD YAD ADLT SNR * VAPN * COOT FPSY","5309 18Th Avenue, Brooklyn, NY 11204","5309, 18th Avenue, Borough Park, Brooklyn, Kings County, City of New York, New York, 11204, United States",40.6256428,-73.983255,"360470472002002",36,"047","047200",2002,"36047047200"
"11205","ZCTA5 11205",50319,2405,74839,5527,28236,2242,11640,1370,279,232,3781,578,50319,2405,48525,2409,14408,2284,56.1139927264055,23.1324151910809,0.554462529064568,7.51406029531588,29.6919113858836,"11205","Pesach Tikvah Hope Development Inc","Pesach Tikvah Family Services Center","365 Willoughby Avenue","3rd Floor","Brooklyn","NY","718-875-6900 x1100",NA,NA,NA,NA,"MH SUMH * OP * OMH * CHLOR HALOP ARIPI CARIP CLOZA LURAS OLANZ OLANZF QUETI RISPE ANTPYCH * AT CBT CFT DBT GT IDD IPT TELE * PVTN * MD PI SF SI SMHA VAF * TAY SE TRMA PTSD SED SMI * STU * PEER * TCC * SMON * CHLD YAD ADLT SNR * SP FX * F35 F70 * VAPN * COOT FPSY PRS VRS CM","365 Willoughby Avenue, Brooklyn, NY 11205","365, Willoughby Avenue, Clinton Hill, Brooklyn, Kings County, City of New York, New York, 11205, United States",40.6930457,-73.9560924,"360470235002000",36,"047","023500",2000,"36047023500"
"11206","ZCTA5 11206",89949,3787,51507,3761,39368,2919,20210,2176,1140,455,5785,965,89949,3787,89645,3774,31283,2401,43.767023535559,22.4682875851872,1.2673848514158,6.43142225038633,34.8965363377768,"11206","Interborough Developmental and","Consultation Ctr/Williamsburg Clinic","790 Broadway","Floor 1","Brooklyn","NY","718-388-5176",NA,NA,NA,NA,"SA MH SUMH * OP * OMH * CHLOR FLUPH HALOP LOXAP PERPH PIMOZ PROCH THIOT THIOR TRIFL ARIPI BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA ANTPYCH * CBT CFT DBT GT IPT TELE * WI * PVTN * FQHC * FG MC MD PI SF SI * TAY SE CJ TRMA PTSD SED SMI * STU * TCC * SMON * CHLD YAD ADLT SNR * AH SP FX * F4 F17 F19 F28 F36 F42 F70 * VAPN * AOT COOT FPSY CM SPS","790 Broadway, Brooklyn, NY 11206","790, Broadway, Brooklyn, Kings County, City of New York, New York, 11206, United States",40.6996738,-73.9408006,"360470285011002",36,"047","028501",1002,"36047028501"
"11206","ZCTA5 11206",89949,3787,51507,3761,39368,2919,20210,2176,1140,455,5785,965,89949,3787,89645,3774,31283,2401,43.767023535559,22.4682875851872,1.2673848514158,6.43142225038633,34.8965363377768,"11206","Pesach Tikvah Hope Development Inc",NA,"640 Broadway",NA,"Brooklyn","NY","718-875-6900",NA,NA,NA,NA,"MH SUMH * OP * OMH * CHLOR HALOP ARIPI CARIP CLOZA LURAS OLANZ OLANZF QUETI RISPE ANTPYCH * PVTN * MD SF * TAY SE TRMA PTSD SED SMI * STU * TCC * SMON * CHLD YAD ADLT SNR * VAPN * COOT FPSY","640 Broadway, Brooklyn, NY 11206","640, Broadway, Brooklyn, Kings County, City of New York, New York, 11206, United States",40.7017787,-73.9434982,"360470491003004",36,"047","049100",3004,"36047049100"
"11206","ZCTA5 11206",89949,3787,51507,3761,39368,2919,20210,2176,1140,455,5785,965,89949,3787,89645,3774,31283,2401,43.767023535559,22.4682875851872,1.2673848514158,6.43142225038633,34.8965363377768,"11206","Puerto Rican Family Institute Inc","Brooklyn Mental Health Clinic","- - -",NA,"Brooklyn","NY","718-963-4430","212-229-6972 x1972",NA,NA,NA,"MH SUMH * OP * OMH * ARIPI CLOZA QUETI RISPE ANTPYCH * CBT CFT GT IPT TELE * CIT * PVTN * MC MD PI SF SI * TRMA * STU * PEER * TCC * SMPD * CHLD YAD ADLT * SP * VAPN * CM","- - -, Brooklyn, NY 11206","Brooklyn, Kings County, City of New York, New York, United States",40.6526006,-73.9497211,"360470818003000",36,"047","081800",3000,"36047081800"
"11207","ZCTA5 11207",96801,3579,52569,3338,12169,1576,58936,2945,161,104,1440,368,96801,3579,95955,3516,24846,2487,12.5711511244719,60.883668557143,0.166320595861613,1.48758793814113,25.8933875254025,"11207","Coalition for Hispanic Family Services","Bonding Links Enlazos Familiares CCR","63 Schaefer Street",NA,"Brooklyn","NY","718-443-5875",NA,NA,NA,NA,"MH SUMH * RES * RTCC * CBT GT * PVTN * CLF MD OSF * TRMA PTSD SED * STU * SMON * CHLD * SP * VAPN * FPSY ICM PRS CM","63 Schaefer Street, Brooklyn, NY 11207","63, Schaefer Street, Bushwick, Brooklyn, Kings County, City of New York, New York, 11207, United States",40.6863613,-73.9113616,"360470401001000",36,"047","040100",1000,"36047040100"
"11207","ZCTA5 11207",96801,3579,52569,3338,12169,1576,58936,2945,161,104,1440,368,96801,3579,95955,3516,24846,2487,12.5711511244719,60.883668557143,0.166320595861613,1.48758793814113,25.8933875254025,"11207","New York Psychotherapy Counseling Ctr","Bushwick Child/Family MH Center","102 Pilling Street",NA,"Brooklyn","NY","718-553-1100",NA,NA,NA,NA,"MH SUMH * OP * OMH * CHLOR FLUPH HALOP LOXAP PERPH TRIFL ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT CFT DBT IDD IPT TELE * PVTN * MC MD SI * TAY SE GL CO TRMA PTSD SED SMI * STU * MST LABT * TCC * SMPD * CHLD YAD ADLT SNR * AH SP FX * F4 F17 F19 F28 F36 F47 * VPPD * AOT COOT FPSY CM SPS","102 Pilling Street, Brooklyn, NY 11207","102, Pilling Street, Bushwick, Brooklyn, Kings County, City of New York, New York, 11207, United States",40.6848134,-73.9063895,"360470403001003",36,"047","040300",1003,"36047040300"
"11208","ZCTA5 11208",108180,4765,56298,3019,18676,2132,52901,3543,76,122,8740,1470,108180,4765,107287,4712,22895,2662,17.2638195599926,48.9009058975781,0.0702532815677574,8.0791273802921,21.3399573107646,"11208","New York Psychotherapy Counseling Ctr","East NY Child Family MH Center","2857 Linden Boulevard",NA,"Brooklyn","NY","718-235-3100",NA,NA,NA,NA,"MH SUMH * OP * OMH * CHLOR FLUPH HALOP LOXAP PERPH TRIFL ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT CFT DBT IDD IPT TELE AIM * PVTN * MHC * MC MD SI * TAY SE GL CO DV TRMA PTSD SED SMI * STU * MST LABT * TCC * SMPD * CHLD YAD ADLT SNR * AH SP FX * F19 F28 * VPPD * AOT COOT FPSY CM SPS","2857 Linden Boulevard, Brooklyn, NY 11208","2857, Linden Boulevard, Brooklyn, Kings County, City of New York, New York, 11208, United States",40.6698265,-73.8584844,"360471220001002",36,"047","122000",1002,"36047122000"
"11209","ZCTA5 11209",71812,2099,88546,4912,48145,1970,2427,756,592,320,9712,982,71812,2099,71410,2113,7636,1129,67.043112571715,3.37965799587813,0.824374756308138,13.5242020832173,10.693180226859,"11209","VA NY Harbor Healthcare System","Brooklyn Campus","800 Poly Place",NA,"Brooklyn","NY","718-836-6600","718-836-6600 x3715",NA,NA,NA,"SA MH SUMH * OP PHDT RES * VAHC * CHLOR FLUPH HALOP LOXAP PERPH TRIFL ARIPI CARIP CLOZA LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * CBT CFT DBT GT IDD IPT TELE AIM * CIT PEON WI * FED VAMC * MI PI SF VAF * SE GL VET ADM CO HV TBI ALZ * STU * MST LABT * HS PEER * TCC * SMON * YAD ADLT SNR * VAPN * ACT COOT DEC FPSY ICM LAD PRS SEMP SH CM IPC SPS ES","800 Poly Place, Brooklyn, NY 11209","Advantage Federal Federal Credit Union, 800, Poly Place, Fort Hamilton, Brooklyn, Kings County, City of New York, New York, 11209, United States",40.6081672,-74.0241276,"360470164001016",36,"047","016400",1016,"36047016400"
"11210","ZCTA5 11210",63426,2543,82904,6100,19245,1560,33680,2214,84,62,3658,765,63426,2543,63077,2542,6970,1097,30.3424463153912,53.1012518525526,0.132437801532495,5.76735092864125,11.0499865244067,"11210","Catholic Charities Neighborhood Servs","Flatbush Behavioral Health Center","1623 Flatbush Avenue",NA,"Brooklyn","NY","718-377-5755",NA,NA,NA,NA,"SA MH SUMH * OP * CBHC * CHLOR FLUPH HALOP LOXAP PERPH ARIPI CARIP CLOZA OLANZF QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT CFT GT IDD IPT TELE * CIT PEON PEOFF * PVTN * CMHG MC MD PI PCF SF SI SMHA SWFS * VET CO SMI * STU * PEER * TCC * SMON * CHLD YAD ADLT SNR * VAPN * COOT CM SPS","1623 Flatbush Avenue, Brooklyn, NY 11210","Retro Fitness, 1623, Flatbush Avenue, Brooklyn Community District 17, Brooklyn, Kings County, City of New York, New York, 11210, United States",40.6311268,-73.9448869,"360470776001003",36,"047","077600",1003,"36047077600"
"11211","ZCTA5 11211",65511,3000,94824,7298,43092,2744,4318,975,377,236,3999,1036,65511,3000,65345,3003,14998,1695,65.7782662453634,6.59125948314024,0.575475874280655,6.10431835874891,22.9520238732879,"11211","Nao Medical",NA,"308 Graham Avenue",NA,"Brooklyn","NY","917-970-2493",NA,NA,NA,NA,"SA MH SUMH * OP * OMH * NRT NSC ANTPYCH * CBT IDD IPT KIT TELE * PEOFF * PVTP * MC MD PI SF SI * TAY SE GL VET ADM MF CO HV DV TRMA ALZ PED PEFP PTSD SMI * STU * HIVT STDT TBS MST HBT HCT LABT * TCC * SMON * CHLD YAD ADLT SNR * SP FX * F36 * VAPN * AOT CDM DEC IMR IPC","308 Graham Avenue, Brooklyn, NY 11211","308, Graham Avenue, Williamsburg, Brooklyn, Kings County, City of New York, New York, 11211, United States",40.7129853,-73.9439764,"360470495002001",36,"047","049500",2001,"36047049500"
"11212","ZCTA5 11212",84006,4268,35840,4017,5582,1587,61370,3612,261,178,659,404,84006,4268,82950,4322,27283,2638,6.644763469276,73.0543056448349,0.310692093421898,0.78446777611123,32.8908981314045,"11212","Brookdale Hospital Medical Center","Department of Psychiatry","1 Brookdale Plaza","12th Floor","Brooklyn","NY","718-240-6330","718-240-6168",NA,NA,NA,"SA MH SUMH * HI OP * IPSY * HALOP ARIPI BREXP CLOZA LURAS OLANZ PALIP QUETI RISPE NRT NSC ANTPYCH * AT CBT CFT GT IDD IPT TELE AIM * CIT PEON PEOFF WI * PVTN * CLF MC MD PI SF SI * PA SS * TAY SE GL CO HV TRMA PEFP PTSD SED SMI * STU * MST LABT * TCC * SMON * CHLD YAD ADLT SNR * AH SP FX * F4 F17 F19 F25 F28 F36 F47 F70 F81 * VAPN * COOT DEC FPSY IPC SPS","1 Brookdale Plaza, Brooklyn, NY 11212",NA,NA,NA,NA,NA,NA,NA,NA,NA
"11213","ZCTA5 11213",69131,2761,54211,4112,17829,1491,40794,2498,8,14,1116,300,69131,2761,68131,2748,16222,2017,25.7901664954941,59.0097062099492,0.0115722324282883,1.61432642374622,23.8100130630697,"11213","Beverley Mack Harry","Consulting Services Inc","738 Crown Street","1st Floor","Brooklyn","NY","718-363-0100",NA,NA,NA,NA,"MH SUMH * OP * OMH * ANTPYCH * AT CBT CFT DBT GT IDD IPT TELE * PEON WI * PVTP * CLF MC MD MI OSF PI SCJJ SF SI SMHA SWFS VAF * SS * TAY SE GL VET HV DV TRMA TBI PTSD SED SMI * STU * PEER * TCC * SMOP * CHLD YAD ADLT SNR * VAPP * COOT DEC FPSY PRS TPC IPC SPS","738 Crown Street, Brooklyn, NY 11213","738, Crown Street, Crown Heights, Brooklyn, Kings County, City of New York, New York, 11213, United States",40.6651065,-73.933185,"360470355001002",36,"047","035500",1002,"36047035500"
"11213","ZCTA5 11213",69131,2761,54211,4112,17829,1491,40794,2498,8,14,1116,300,69131,2761,68131,2748,16222,2017,25.7901664954941,59.0097062099492,0.0115722324282883,1.61432642374622,23.8100130630697,"11213","One Brooklyn Health System","Interfaith Medical Center","1545 Atlantic Avenue","Center for Mental Health","Brooklyn","NY","718-613-4462 x3","718-613-4486",NA,NA,NA,"SA MH SUMH * HI OP * OMH * CHLOR FLUPH HALOP PERPH ARIPI ASENA BREXP CARIP CLOZA LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT CFT GT IDD IPT TELE AIM * CIT PEON WI * PVTN * MC MD MI PI SF SI * SS * TAY SE GL CO HV DV TRMA PEFP PTSD SED SMI * STU * MST LABT * TCC * SMON * CHLD YAD ADLT SNR * AH SP FX * F4 F19 F25 F28 * VAPN * CDM FPSY IPC SPS","1545 Atlantic Avenue, Brooklyn, NY 11213","Interfaith Medical Center, 1545, Atlantic Avenue, Bedford-Stuyvesant, Brooklyn, Kings County, City of New York, New York, 11213, United States",40.6785782,-73.9374993,"360470271001000",36,"047","027100",1000,"36047027100"
"11214","ZCTA5 11214",90796,3329,60152,2743,39627,2418,1963,473,640,392,33336,1936,90796,3329,89911,3335,17583,2001,43.6439931274505,2.16198951495661,0.704876866822327,36.715273800608,19.5560053831011,"11214","South Beach Psychiatric Center","Bensonhurst OP Clinic","8620 18Th Avenue",NA,"Brooklyn","NY","718-256-8818",NA,NA,NA,NA,"SA MH SUMH * OP * OMH * CHLOR FLUPH HALOP LOXAP PERPH TRIFL ARIPI BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT CFT DBT GT IDD IPT TELE AIM * STG * MC MD PI SF SI SMHA * SE CO TRMA SMI * STU * MST LABT * PEER * TCC * SMON * YAD ADLT SNR * AH SP FX * F17 F19 * VAPN * AOT FPSY PRS VRS SPS","8620 18Th Avenue, Brooklyn, NY 11214","8620, 18th Avenue, Bath Beach, Brooklyn, Kings County, City of New York, New York, 11214, United States",40.6069065,-74.0034327,"360470178002001",36,"047","017800",2001,"36047017800"
"11216","ZCTA5 11216",62373,2591,92684,5556,20718,1327,28802,2272,56,62,2999,564,62373,2591,62041,2589,10170,1083,33.2162955124814,46.1770317284723,0.0897824379138409,4.80817020185016,16.3923856804371,"11216","Family Center","LeeKong Health and Wellness Institute","493 Nostrand Avenue","3rd Floor","Brooklyn","NY","718-230-1379 x110","718-230-1379 x140",NA,NA,NA,"SA MH SUMH * OP * CBHC * ANTPYCH * AT CBT CFT DBT GT IDD IPT TELE * PVTN * CLF MC MD OSF PI SCJJ SEF SF SI SMHA SWFS * TAY SE VET CO HV TRMA PTSD SED SMI * STU * PEER * TCC * SMON * CHLD YAD ADLT SNR * SP * VAPN * COOT FPSY LAD CM IPC","493 Nostrand Avenue, Brooklyn, NY 11216","Cali Convenience, 493, Nostrand Avenue, Bedford-Stuyvesant, Brooklyn, Kings County, City of New York, New York, 11216, United States",40.6806085,-73.9494862,"360470249004001",36,"047","024900",4001,"36047024900"
"11216","ZCTA5 11216",62373,2591,92684,5556,20718,1327,28802,2272,56,62,2999,564,62373,2591,62041,2589,10170,1083,33.2162955124814,46.1770317284723,0.0897824379138409,4.80817020185016,16.3923856804371,"11216","Willow Behavioral Health","Osier Health","1130 Bedford Avenue","Suite 1061","Brooklyn","NY","646-814-1530",NA,NA,NA,NA,"SA MH SUMH * OP * OMH * CHLOR FLUPH HALOP LOXAP PERPH PIMOZ PROCH THIOT THIOR TRIFL ARIPI BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT CRT CFT DBT EMDR IDD IPT TELE * CIT PEON WI * PVTP * MHC * MC MD MI PI PCF SF SI * PA * TAY SE GL VET ADM MF CJ CO HV DV TRMA TBI ALZ PED PEFP PTSD SMI * STU * HS PEER * TCC * SMON * YAD ADLT SNR * AH SP NX FX * F4 F17 F19 F25 F28 F30 F31 F35 F36 F37 F42 F43 F47 F66 F67 F70 F81 F92 N24 N40 * VAPN * ACT COOT FPSY ICM SEMP CM IPC SPS ES","1130 Bedford Avenue, Brooklyn, NY 11216","I Mail & More, 1130, Bedford Avenue, Clinton Hill, Brooklyn, Kings County, City of New York, New York, 11216, United States",40.6858983,-73.9545849,"360470229001001",36,"047","022900",1001,"36047022900"
"11217","ZCTA5 11217",43045,1831,152735,9472,23952,1371,7636,1062,66,70,3935,575,43045,1831,42513,1816,4706,880,55.6440933906377,17.7395748635149,0.153327912649553,9.14159600418167,11.0695551948816,"11217","ACQC Brooklyn Satellite",NA,"475 Atlantic Avenue","3rd Floor","Brooklyn","NY","718-896-2500","718-896-2500 x5735",NA,NA,NA,"SA MH SUMH * OP * OMH * FLUPH HALOP PERPH ARIPI BREXP LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * CBT CFT IDD IPT TELE * CIT * PVTN * MC MD PI SF SI SMHA * PA SS * GL HV * STU * HIVT STDT HBT HCT * PEER * TCC * SMOP * CHLD YAD ADLT SNR * AH * VAPP * COOT FPSY CM SPS","475 Atlantic Avenue, Brooklyn, NY 11217","475, Atlantic Avenue, Boerum Hill, Brooklyn, Kings County, City of New York, New York, 11217, United States",40.6860911,-73.9820532,"360470039001002",36,"047","003900",1002,"36047003900"
"11217","ZCTA5 11217",43045,1831,152735,9472,23952,1371,7636,1062,66,70,3935,575,43045,1831,42513,1816,4706,880,55.6440933906377,17.7395748635149,0.153327912649553,9.14159600418167,11.0695551948816,"11217","Spanish Spk Elderly Council/RAICES Inc","Raices Casa Bienestar","460 Atlantic Avenue","1st Floor","Brooklyn","NY","718-222-1518 x213","718-222-1518",NA,NA,NA,"SA MH SUMH * OP * OMH * HALOP ARIPI CLOZA LURAS OLANZ QUETI RISPE ANTPYCH * CBT DBT GT IDD IPT TELE * PVTN * MC MD PI SF * SS * SE GL CJ CO HV TRMA PEFP PTSD SMI * STU * TCC * SMON * YAD ADLT SNR * SP FX * F28 * VAPN * CDM COOT DEC FPSY IMR CM IPC","460 Atlantic Avenue, Brooklyn, NY 11217","460, Atlantic Avenue, Boerum Hill, Brooklyn, Kings County, City of New York, New York, 11217, United States",40.6859812,-73.9830589,"360470041003000",36,"047","004100",3000,"36047004100"
"11218","ZCTA5 11218",73318,3415,87759,6526,41158,2543,7033,1375,258,124,13231,1888,73318,3415,72552,3405,9618,1565,56.1362830409995,9.5924602416869,0.351891759186012,18.0460459914346,13.2566986437314,"11218","Pesach Tikvah Hope Development Inc",NA,"4111 18Th Avenue",NA,"Brooklyn","NY","718-875-6900",NA,NA,NA,NA,"MH SUMH * OP * OMH * CHLOR HALOP ARIPI CARIP CLOZA LURAS OLANZ OLANZF QUETI RISPE ANTPYCH * PVTN * MD SF * TAY SE TRMA PTSD SED SMI * STU * TCC * SMON * CHLD YAD ADLT SNR * VAPN * COOT FPSY","4111 18Th Avenue, Brooklyn, NY 11218","4111, 18th Avenue, Parkville, Brooklyn, Kings County, City of New York, New York, 11230, United States",40.6317303,-73.9745205,"360470480001001",36,"047","048000",1001,"36047048000"
"11220","ZCTA5 11220",93008,4021,62804,2844,22067,2085,2298,738,1271,498,37912,2275,93008,4021,92454,4041,20513,2081,23.7259160502322,2.47075520385343,1.3665491140547,40.762084981937,22.1872498756138,"11220","Family Health Center at NYU Langone","Sunset Terrace","514 49Th Street",NA,"Brooklyn","NY","718-431-2600",NA,NA,NA,NA,"SA MH SUMH * OP * OMH * CHLOR DROPE FLUPH HALOP LOXAP PERPH PIMOZ PROCH THIOT THIOR TRIFL ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * CBT CFT DBT GT IDD IPT TELE AIM * PVTN * FQHC * CLF MC MD PI SF SI * PA SS * CO HV TRMA PEFP PTSD SED SMI * STU * MST LABT * PEER * TCC * SMON * CHLD YAD ADLT SNR * AH SP FX * F17 * VAPN * FPSY PRS CM IPC SPS","514 49Th Street, Brooklyn, NY 11220","Sunset Terrace Family Health Center, 514, 49th Street, Sunset Park, Brooklyn, Kings County, City of New York, New York, 11220, United States",40.6451563,-74.0092979,"360470098002000",36,"047","009800",2000,"36047009800"
"11220","ZCTA5 11220",93008,4021,62804,2844,22067,2085,2298,738,1271,498,37912,2275,93008,4021,92454,4041,20513,2081,23.7259160502322,2.47075520385343,1.3665491140547,40.762084981937,22.1872498756138,"11220","NYU Langone Hospital/Brooklyn",NA,"150 55Th Street","Suite 2950","Brooklyn","NY","718-630-7000","718-437-5210","718-630-7189",NA,NA,"SA MH SUMH * HI * IPSY * CHLOR DROPE FLUPH HALOP LOXAP PERPH PIMOZ PROCH THIOT THIOR TRIFL ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT GT IDD IPT TELE * CIT PEON WI * PVTN * CLF MC MD MI OSF PI SF SI * STU * MST LABT * TCC * SMON * YAD ADLT SNR * AH SP FX * F4 F17 F31 F35 F42 F66 F70 F81 * VAPN * CDM COOT DEC FPSY IMR PRS VRS CM IPC SPS","150 55Th Street, Brooklyn, NY 11220","NYU Langone Hospital – Brooklyn, 150, 55th Street, Sunset Park, Brooklyn, Kings County, City of New York, New York, 11220, United States",40.6466732,-74.0209065,"360470022001001",36,"047","002200",1001,"36047002200"
"11223","ZCTA5 11223",80113,3288,61356,4590,40820,2225,4475,916,287,189,21861,1556,80113,3288,79782,3259,16584,1886,50.953028846754,5.58585997278844,0.358243980377716,27.2877061151124,20.7866436038204,"11223","Jewish Board of Family/Childrens Servs","Seymour Askin Counseling Center","2020 Coney Island Avenue",NA,"Brooklyn","NY","718-676-4280","844-663-2255",NA,NA,NA,"SA MH SUMH * OP * CBHC * CHLOR FLUPH HALOP LOXAP PERPH PIMOZ ARIPI CLOZA ILOPE LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * CBT CFT DBT GT IDD IPT TELE * CIT * PVTN * MC MD MI PI SCJJ SF SI SMHA SWFS VAF * PA SS * CO TRMA PTSD SMI * STU * TCC * SMPD * CHLD YAD ADLT SNR * AH SP FX * F19 F35 F70 * VPPD * COOT DEC FPSY PRS CM SPS","2020 Coney Island Avenue, Brooklyn, NY 11223","2020, Coney Island Avenue, Midwood, Brooklyn, Kings County, City of New York, New York, 11223, United States",40.6080455,-73.9623706,"360470420002000",36,"047","042000",2000,"36047042000"
