name1,name2,street1,street2,city,state,zip,phone,intake1,intake2,intake1a,intake2a,service_code_info,latitude,longitude
Camino a Casa Region Ponce,,Barrio Machuelo Carretera 14,Detras del Hospital San Lucas,Ponce,PR,716,787-259-7883,,,,,MH * OP * OMH * STG * FQHC * CMHG SMHA * PA * CJ SMI * PEER * SMPD * YAD ADLT SNR * SP * VAPN * ACT COOT DEC FPSY IMR PRS SPS ES,,
Centro de Acceso y Tratamiento Ponce,,610 Calle Damas San Jorge,"Professional Building, Suite 101",Ponce,PR,717,787-284-5093,,800-981-1212,,,MH * PHDT * PH * AT CBT CFT GT IDD IPT TELE * PVTP * MC MD MI PI SF * TAY SE GL VET ADM MF HV DV TRMA PED PTSD * SMON * YAD ADLT SNR * AH SP * VAPN * FPSY CM SPS ES,,
Hospital Panamericano de Ponce,Behavioral Medicine Unit (BMU),2213 Ponce Bypass,"8th Floor, Damas Hospital",Ponce,PR,731,787-739-5555,,787-840-1187,,,SA MH SUMH * HI * PSY * CHLOR FLUPH HALOP LOXAP ARIPI CLOZA LURAS OLANZ PALIP QUETI RISPE ZIPRA NSC ANTPYCH * AT CBT CFT GT IDD IPT AIM * CIT PEON PEOFF * PVTP * MC MD MI PI SF VAF * TAY SE GL VET ADM MF CO HV TRMA ALZ PED PTSD SMI * STU * MST LABT * SMON * CHLD YAD ADLT SNR * AH SP * VAPN * DEC FPSY CM SPS ES,,
Ponce Health Sciences University,Wellness Center,Antigua Clinica de Veteranos,Urb Industrial Reparada Lote 2,Ponce,PR,732,787-812-2525 x5837,787-812-2525,787-812-2543,,,SA MH SUMH * OP PHDT * OMH * ARIPI CLOZA LURAS OLANZ OLANZF PALIP RISPE ANTPYCH * CBT CFT DBT GT IPT TELE * CIT * PVTP * CSBG MC MD MI PI SF SI * SE TRMA PTSD SMI * SMPD * CHLD YAD ADLT SNR * SP * VPPD * ACT COOT DEC FPSY IMR CM,,
Camino a Casa Region Metro,,Avenida De Diego Calle Canada 1324,Antiguo Hospital de Veteranos,San Juan,PR,920,787-706-7946,,,,,MH * OP * OMH * STG * FQHC * CMHG SMHA * PA * CJ SMI * PEER * SMPD * YAD ADLT SNR * SP * VAPN * ACT COOT DEC FPSY IMR PRS SPS ES,,
Centro de Acceso y Tratamiento,,122 Eleonor Roosevelt Avenue,1st Floor,San Juan,PR,918,787-758-4845,,787-758-4897,,,MH * PHDT * PH * AT CBT CFT GT IDD IPT TELE * PVTP * MC MD MI PI SF VAF * TAY SE GL VET ADM MF HV DV TRMA PED PTSD * SMON * CHLD YAD ADLT SNR * AH SP * VAPN * FPSY CM SPS ES,,
Clinica Ninos y Adolescentes Salud,Mental/Hosp Pediatrico Antonio Ortiz,"3er Piso, Area C","Bo Monacillo, Centro Medico",San Juan,PR,918,787-777-3201 x7277,787-777-3201 x7880,,,,SA MH SUMH * OP PHDT * OMH * CBT CFT GT IDD IPT TELE * CIT PEON * STG * SMHA * PA * TAY GL CO TRMA PTSD SED * STU * PEER * TCC * SMON * CHLD * AH SP * VAPN * AOT COOT FPSY PRS SPS,,
Clínica Ninos y Adol Salud Mental,Hospital Pediatrico Antonio Ortiz,"3er Piso, Area C",Universitario Centro Medico,San Juan,PR,918,787-773-0358 x7276,787-773-0358 x7880,787-773-0355 x7266,,,SA MH * OP * OMH * CHLOR FLUPH HALOP LOXAP PERPH PIMOZ ANTPYCH * AT CBT CRT DBT GT IDD IPT TELE * CIT * STG * FG MD PI SF SI SMHA * PA * GL CJ CO PED SED * STU * PEER * TCC * SMON * CHLD * AH SP * VAPN * FPSY PRS CM SPS,,
Hospital Pavia Hato Rey,Inpatient Psychiatric Services,Avenue Ponce de Leon,Building 435,San Juan,PR,917,787-641-2323 x1501,787-641-2323 x1054,787-630-0026 x0,,,SA MH * HI OP PHDT * PSY * CHLOR FLUPH HALOP LOXAP PERPH PIMOZ PROCH THIOT THIOR TRIFL ARIPI BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP RISPE ZIPRA NRT NSC ANTPYCH * AT CBT DBT ECT GT IDD IPT TELE * CIT PEON WI * PVTP * MC MD PI SF SI * TAY SE GL CO HV TRMA ALZ PED PTSD SMI * STU * TCC * SMON * YAD ADLT SNR * AH SP * VAPN * COOT DEC FPSY CM IPC ES,,
INSPIRA Behavioral Care Corp,Torre Auxilio Mutuo,"Ave Ponce De Leon, Torre Medica Auxili",Office 410,San Juan,PR,916,787-704-0705,,,,,SA MH SUMH * OP PHDT * MSMH * AT CBT CFT DBT GT IDD IPT TELE AIM * PEON PEOFF WI * PVTP * MC MI PI SF SI * TAY SE VET ADM MF CJ CO TRMA ALZ PED PTSD SED SMI * STU * TCC * SMOP * CHLD YAD ADLT SNR * AH SP * VAPP * ACT COOT CM SPS,,
Panamericano San Juan,,715 Ave Ponce de Leon Parada 37.5,Predios Hospital Auxilio Mutuo,San Juan,PR,917,787-739-5555,787-523-1500,800-981-1212,,,SA MH SUMH * HI * PSY * CHLOR FLUPH HALOP LOXAP ARIPI CLOZA LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT CFT GT IDD IPT AIM * CIT PEON PEOFF * PVTP * MC MD MI PI SF * TAY SE GL VET ADM MF CJ CO HV TRMA ALZ PED PTSD SMI * STU * MST LABT * TCC * SMON * YAD ADLT SNR * AH SP * VAPN * DEC FPSY CM SPS ES,,
San Juan MH Clinic,CDT Hoare/Outpatient MH Clinic,Calle Cerra,"Apartment 900, Stop 15",San Juan,PR,907,787-480-3811,787-480-3807,787-480-3821,,,MH SUMH * OP * OMH * AT CBT CFT DBT EMDR GT IPT TELE * CIT WI * LCCG * MD PI SF SI SMHA * PA * GL TRMA SED SMI * STU * TCC * SMON * CHLD YAD ADLT SNR * AH SP * VPPD * FPSY CM IPC SPS ES,,
East Bay Community Action Program,John P Digits Facility,2 Old County Road,,Barrington,RI,2806,401-246-1195,401-246-1195 x1388,401-246-1195 x1324,,,SA MH SUMH * OP * CMHC * CHLOR FLUPH HALOP LOXAP PERPH THIOR ARIPI BREXP CARIP CLOZA LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT CFT DBT EMDR GT IDD IPT TELE AIM * CIT PEON PEOFF WI * PVTN * FQHC * CLF CMHG CSBG FG MC MD MI OSF PI SF SI SMHA SWFS VAF * PA SS * CJ CO TRMA PTSD SMI * STU * HIVT STDT TBS MST HBT HCT LABT * HS PEER * TCC * SMPD * CHLD YAD ADLT SNR * AH SP FX * F19 F36 F67 * VPPD * ACT CDM COOT FPSY ICM IMR SEMP VRS CM IPC SPS,,
Gateway Healthcare Inc,Charlestown House,4705 Old Post Road,Suite A,Charlestown,RI,2813,401-364-7705,,,,,SA MH SUMH * RES * RTCA * ANTPYCH * GT IDD IPT * PEOFF * PVTN * CLF CMHG CSBG FG ITU MC MD MI OSF PI PCF SCJJ SEF SF SI SMHA SWFS VAF * SMI * STU * TCC * SMPD * YAD ADLT SNR * AH * VPPD * COOT PRS VRS CM IPC,,
Harmony Hill School,,63 Harmony Hill Road,,Chepachet,RI,2814,401-949-0690,401-949-0690 x3363,,,,MH SUMH * PHDT RES * RTCC * CHLOR ARIPI CLOZA LURAS OLANZ OLANZF PALIP QUETI RISPE NRT ANTPYCH * CBT CFT DBT GT IDD IPT TELE AIM * CIT * PVTN * ITU MD MI OSF PI SCJJ SEF SF SI SMHA SWFS * GL CJ CO TRMA PTSD SED * STU * MST LABT * TCC * SMON * CHLD YAD * SP * VAPN * COOT FPSY ICM CM SPS ES,,
Diversity Counseling LLC,,1020 Park Avenue,Suite 212,Cranston,RI,2910,401-396-7649,,,,,SA MH SUMH * OP * OMH * AT CBT CRT CFT DBT GT IDD IPT TELE * PVTP * MD PI SF * TAY SE GL VET ADM MF CO HV DV TRMA PTSD * STU * TCC * SMOP * CHLD YAD ADLT SNR * SP * VAPP * COOT CM,,
PursueCare,Connecticut PC,450 Veterans Memorial Parkway,Suite 7-A,East Providence,RI,2914,860-215-2295,866-744-1930,,,,SA MH SUMH * OP * OMH * NRT NSC ANTPYCH * CBT DBT GT IDD IPT TELE * PVTP * CLF MC MD MI OSF PI SCJJ SEF SF SI SMHA * SS * CO TRMA PTSD * STU * TCC * SMPD * YAD ADLT SNR * AH * VPPD * CM,,
Gateway Healthcare Inc,Windsor House,36 North Long Street,,Johnston,RI,2919,401-331-4195,,,,,SA MH SUMH * RES * RTCA * ANTPYCH * GT IDD IPT * PEOFF * PVTN * CLF CMHG CSBG FG ITU MC MD MI OSF PI PCF SCJJ SEF SF SI SMHA SWFS VAF * SMI * STU * TCC * SMPD * YAD ADLT SNR * AH * VPPD * COOT PRS VRS CM IPC,,
Tri County Comm Action Agency,,1126 Hartford Avenue,,Johnston,RI,2919,401-351-2750,401-351-2750 x1940,,,,SA MH SUMH * OP * CHLOR FLUPH HALOP ARIPI CARIP CLOZA LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * CBT CFT DBT IDD IPT TELE * PVTN * FQHC * CSBG MC MD PI SF SI * SS * STU * HIVT STDT TBS MST LABT * HS * TCC * SMON * CHLD YAD ADLT SNR * AH * VAPN * CDM COOT DEC FPSY VRS IPC SPS ES,,
Psychological Consultation Center,,142 Flagg Road,"Chafee Social Sciences Bldg, Suite 100",Kingston,RI,2881,401-874-2268,401-874-4264,401-874-4263,,,MH * OP * OMH * CBT DBT IPT TELE * STG * SF * TCC * SMON * CHLD YAD ADLT SNR * VAPN * DEC FPSY SPS,,
Child and Family,,31 John Clarke Road,,Middletown,RI,2842,401-849-2300,,,,,SA MH SUMH * OP * CBT CFT DBT IPT TELE * PVTN * CLF MC MD MI OSF PCF SCJJ SI SMHA SWFS * TAY SE TRMA SED * STU * HS PEER * SMPD * CHLD YAD ADLT SNR * FX * F4 F17 F19 F67 * VPPD * COOT FPSY SH TPC CM SPS,,
Newport Mental Health,,127 Johnny Cake Hill Road,,Middletown,RI,2842,401-846-1213,401-846-1213 x100,,,,SA MH SUMH * OP * CBHC * CHLOR FLUPH HALOP LOXAP PERPH ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT ANTPYCH * AT CBT CFT DBT GT IDD IPT TELE AIM * CIT PEON PEOFF WI * PVTN * CLF CMHG FG MC MD MI OSF PI PCF SF SI SMHA SWFS * PA SS * SE VET ADM MF CO TRMA PTSD SMI * STU * MST * HS PEER * SMPD * CHLD YAD ADLT SNR * AH SP * VPPD * ACT COOT DEC FPSY ICM PRS SEMP SH VRS CM IPC SPS ES,,
Newport Mental Health,,65 Valley Road,,Middletown,RI,2842,401-846-1213,,,,,SA MH SUMH * OP * CBHC * CHLOR FLUPH HALOP LOXAP PERPH ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT ANTPYCH * AT CBT CFT DBT GT IDD IPT TELE AIM * CIT PEON PEOFF WI * PVTN * CLF CMHG FG MC MD MI OSF PI PCF SF SI SMHA * PA SS * CO TRMA PTSD SMI * STU * MST * HS PEER * SMPD * YAD ADLT SNR * AH * VPPD * ACT COOT DEC FPSY ICM PRS SEMP SH VRS CM IPC SPS ES,,
Newport Mental Health,,42 Valley Road,,Middletown,RI,2842,401-846-1213,,,,,SA MH SUMH * OP * CBHC * CHLOR FLUPH HALOP LOXAP PERPH ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT ANTPYCH * AT CBT CFT DBT GT IDD IPT TELE AIM * CIT PEON PEOFF WI * PVTN * CLF CMHG FG MC MD MI OSF PI PCF SF SI SMHA SWFS * PA SS * TAY CO TRMA PEFP PTSD SED SMI * STU * MST * HS PEER * SMPD * CHLD YAD ADLT SNR * AH SP * VPPD * ACT COOT DEC FPSY ICM PRS SEMP SH VRS CM IPC SPS ES,,
Saint Marys Home for Children,,420 Fruit Hill Avenue,,North Providence,RI,2911,401-353-3900,401-353-3900 x219,401-353-3900 x416,,,MH SUMH * OP PHDT RES * MSMH * AT CBT CFT DBT GT IPT TELE * PVTN * FG MD PI SEF SF SI SWFS * TAY GL TRMA PTSD SED SMI * PEER * SMON * CHLD YAD ADLT SNR * AH SP FX * F19 F67 * VAPN * FPSY PRS CM ES,,
Gateway Healthcare Inc,Child and Family Therapeutic Outreach,105 Bacon Street,,Pawtucket,RI,2860,401-722-5573,855-543-5465,,,,MH SUMH * OP * OMH * ILOPE LURAS OLANZ PALIP QUETI RISPE ZIPRA ANTPYCH * CBT CFT IDD IPT TELE * CIT * PVTN * CMHG MC MD MI PI SF SI SMHA SWFS * PA SS * GL CJ CO TRMA PED PTSD SED * STU * TCC * SMON * CHLD * AH SP * VAPN * FPSY PRS CM,,
Gateway Healthcare Inc,Crossroads,658 Main Street,,Pawtucket,RI,2860,401-722-3560,401-606-0606,,,,SA MH SUMH * RES * RTCA * ANTPYCH * GT IDD IPT * PEOFF * PVTN * CLF CMHG CSBG FG ITU MC MD MI OSF PI PCF SCJJ SEF SF SI SMHA SWFS VAF * SMI * STU * TCC * SMPD * YAD ADLT SNR * AH * VPPD * COOT PRS VRS CM IPC,,
Gateway Healthcare Inc,Gerald Burns House,25-27 North Bend Street,,Pawtucket,RI,2860,401-724-9303,401-606-0606,,,,SA MH SUMH * RES * RTCA * ANTPYCH * GT IDD IPT * PEOFF * PVTN * CLF CMHG CSBG FG ITU MC MD MI OSF PI PCF SCJJ SEF SF SI SMHA SWFS VAF * SMI * STU * TCC * SMPD * YAD ADLT SNR * AH * VPPD * COOT PRS VRS CM IPC,,
Sabater Laboratory for,Psychological Innovations Inc,255 Main Street,Suite 206,Pawtucket,RI,2860,401-327-2442,401-261-5002,,,,MH SUMH * OP * CMHC * AT CBT GT IPT TELE * PVTN * MC MD PI SF SI * PA SS * VET ADM MF TRMA PTSD * SMOP * CHLD YAD ADLT SNR * SP * VAPP * FPSY ES,,
Butler Hospital,,345 Blackstone Boulevard,,Providence,RI,2906,401-455-6200,,,,,SA MH SUMH * HI OP PHDT * PSY * CHLOR FLUPH HALOP LOXAP PERPH PIMOZ THIOT THIOR TRIFL ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT CFT DBT ECT GT IDD IPT TMS TELE * CIT PEON WI * PVTN * MC MD MI OSF PI SEF SF SI SMHA SWFS * PA * TAY SE GL CO TRMA ALZ SED SMI * STU * HIVT STDT TBS MST HBT HCT LABT * PEER * TCC * SMON * CHLD YAD ADLT SNR * AH SP FX * F67 * VAPN * ACT COOT DEC FPSY IMR CM IPC SPS ES,,
Child and Family,,1268 Eddy Street,,Providence,RI,2905,401-781-3669,,,,,SA MH SUMH * OP * CBT CFT DBT IPT TELE * PVTN * CLF MC MD MI OSF PCF SCJJ SI SMHA SWFS * TAY SE TRMA SED * STU * HS PEER * SMPD * CHLD YAD ADLT SNR * VPPD * COOT FPSY TPC CM SPS,,
Community Care Alliance,Acute Stabilization Unit,100 Randall Street,3rd Floor,Providence,RI,2904,401-295-5979,,,,,SA MH SUMH * RES * ORES RTCA * HALOP ARIPI QUETI RISPE NRT NSC ANTPYCH * AT CBT DBT IDD IPT TELE * CIT PEON * PVTN * MD OSF PI SCJJ SF SI SMHA SWFS * STU * HIVT STDT TBS MST HBT HCT LABT * PEER * TCC * SMPD * YAD ADLT SNR * AH SP * VAPN * FPSY CM SPS,,
Diversity Counseling LLC,,111 Wayland Avenue,,Providence,RI,2906,401-396-7649,,,,,SA MH SUMH * OP * OMH * AT CBT CRT CFT DBT GT IDD IPT TELE * PVTP * MD PI SF * TAY SE GL VET ADM MF CO HV DV TRMA PTSD * STU * TCC * SMOP * CHLD YAD ADLT SNR * SP * VAPP * COOT CM,,
Family Service of Rhode Island,,55 Hope Street,,Providence,RI,2906,401-331-1350,401-519-2280,401-294-6138 x3162,,,SA MH SUMH * OP * CBHC * ANTPYCH * AT CBT CFT DBT GT IDD IPT TELE * CIT PEOFF * PVTN * FG MC MD MI OSF PI SF SI SMHA SWFS * PA SS * TAY HV TRMA PTSD * HIVT HCT * PEER * SMPD * CHLD YAD ADLT SNR * SP * VPPD * FPSY PRS CM SPS,,
Family Service of Rhode Island Inc,AIDS Project Rhode Island,55 Hope Street,,Providence,RI,2906,401-831-5522,401-519-2280,,,,MH * OP * OMH * CBT CFT GT IDD IPT TELE * CIT * PVTN * FG MC MD OSF PI SI * HV * HIVT HCT * HS PEER * SMPD * YAD ADLT SNR * VPPD * CDM DEC FPSY IMR CM,,
Providence Center,Child and Family Services,520 Hope Street,,Providence,RI,2906,401-583-6758,401-276-4020,,,,SA MH SUMH * OP * OMH * AT CBT CFT DBT GT IDD IPT TELE * CIT PEON WI * PVTN * CMHG CSBG MC MD PI SEF SF SI SMHA SWFS * TAY CO TRMA PTSD SED SMI * SMON * CHLD YAD * SP FX * F67 * VAPN * ACT COOT FPSY ICM CM ES,,
Veterans Affairs Medical Center,Mental Health and Behav Sciences,830 Chalkstone Avenue,Unit 116-F,Providence,RI,2908,401-273-7100 x13668,401-273-7100 x3400,,,,SA MH SUMH * HI OP * VAHC * FLUPH HALOP ARIPI CLOZA OLANZ QUETI RISPE NRT NSC ANTPYCH * AT CBT CFT DBT EMDR GT IDD IPT TMS TELE AIM * CIT PEON WI * FED VAMC * MC MD PI SI VAF * SE GL VET ADM CJ CO HV TRMA TBI ALZ PED PEFP PTSD SMI * STU * HIVT STDT TBS MST HBT HCT LABT * HS PEER * TCC * SMON * YAD ADLT SNR * AH SP * VAPN * COOT DEC FPSY ICM LAD PRS SEMP VRS CM IPC SPS ES,,
Bradley Hospital,,1011 Veterans Memorial Parkway,,Riverside,RI,2915,401-432-1000,401-432-1364,855-543-5465,,,SA MH SUMH * HI OP PHDT RES * PSY * CHLOR FLUPH HALOP PERPH ARIPI CLOZA LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT CFT DBT GT IDD IPT TELE * CIT PEON WI * PVTN * FG MD MI PI SEF SF SI SMHA SWFS * SS * CO TRMA PTSD SED * STU * HIVT STDT TBS MST HBT HCT LABT * PEER * TCC * SMON * CHLD * AH SP FX * F17 F28 F42 F67 * VAPN * DEC FPSY LAD CM SPS ES,,
Gateway Healthcare Inc,Cortland House,25 Cedar Swamp Road,,Smithfield,RI,2917,401-231-7762,,,,,SA MH SUMH * RES * RTCA * DROPE ANTPYCH * GT IDD IPT * PEOFF * PVTN * CLF CMHG CSBG FG ITU MC MD MI OSF PI PCF SCJJ SEF SF SI SMHA SWFS VAF * SMI * STU * TCC * SMPD * YAD ADLT SNR * AH * VPPD * COOT PRS VRS CM IPC,,
Thrive Behavioral Health,,2756 Post Road,Suite 104,Warwick,RI,2886,401-691-6000 x2217,401-738-4300,,,,SA MH SUMH * OP * CBHC * HALOP LOXAP CLOZA RISPE ANTPYCH * CFT GT IDD IPT TELE AIM * PEON * PVTN * CSBG MC MD PI SF SI * PA SS * GL CO * HS PEER * SMPD * CHLD YAD ADLT SNR * SP FX * F67 F70 * VPPD * ACT COOT CM IPC,,
Thrive Behavioral Health,Health Lane,50 Health Lane,,Warwick,RI,2886,401-732-5656,401-738-4300,,,,SA MH SUMH * OP PHDT * CBHC * HALOP LOXAP CLOZA ANTPYCH * CFT IDD IPT * CIT PEON PEOFF * PVTN * CSBG MC MD PI SF SI * PA SS * CO TBI PED * SMPD * YAD ADLT SNR * VPPD * COOT CM,,
Community Care Alliance,Community Support Services,55 John A Cummings Way,,Woonsocket,RI,2895,401-235-7000,401-235-7121,,,,SA MH SUMH * OP * CMHC * CHLOR FLUPH HALOP PERPH PIMOZ PROCH THIOT THIOR ARIPI BREXP CARIP CLOZA LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT ANTPYCH * CBT CFT DBT GT IDD IPT TELE AIM * PEON * PVTN * FG MC MD MI OSF PI SF SI SMHA * CO TRMA PEFP PTSD SMI * STU * MST LABT * HS PEER * TCC * SMON * YAD ADLT SNR * AH SP * VAPN * ACT COOT DEC FPSY PRS SEMP SH VRS CM SPS ES,,
Beckman Center for Mental Health,Abbeville Clinic,101 Commercial Drive,,Abbeville,SC,29620,864-459-9671,,,,,MH SUMH * OP * CMHC * CHLOR FLUPH HALOP LOXAP PERPH PIMOZ PROCH THIOT THIOR TRIFL ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ PALIP QUETI RISPE ZIPRA ANTPYCH * CBT CFT DBT GT IPT TELE AIM * CIT PEON PEOFF WI * STG * CMHG MC MD MI PI SEF SF SI SMHA SWFS * TAY GL CJ CO TRMA PEFP PTSD SED SMI * STU * LABT * PEER * TCC * SMON * CHLD YAD ADLT SNR * AH * VAPN * ACT COOT DEC FPSY PRS SEMP SH CM SPS ES,34.1819000000,-82.3785000000
Aiken/Barnwell Mental Health Center,,1135 Gregg Street,,Aiken,SC,29801,803-641-7700,,,,,MH SUMH * OP * CMHC * CHLOR HALOP LOXAP PERPH PIMOZ PROCH THIOT THIOR TRIFL ARIPI BREXP CARIP CLOZA ILOPE LURAS OLANZ PALIP QUETI RISPE ZIPRA ANTPYCH * CBT CFT DBT EMDR GT IDD IPT TELE * CIT PEON WI * STG * CMHG MC MD MI OSF PI SCJJ SEF SF SI SMHA SWFS VAF * TAY SE GL CJ CO TRMA PTSD SED SMI * STU * LABT * HS PEER * TCC * SMON * CHLD YAD ADLT SNR * AH * VAPN * ACT COOT FPSY PRS SEMP SH CM SPS,33.5530000000,-81.7194000000
Aurora Pavilion Behavioral Hlth Servs,,655 Medical Park Drive,,Aiken,SC,29801,803-641-5959 x5925,803-641-5959,800-273-7911,,,SA MH SUMH * HI OP PHDT * IPSY * CHLOR FLUPH HALOP LOXAP ARIPI ASENA CLOZA LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT ANTPYCH * AT CBT DBT ECT GT IDD IPT * WI * PVTP * MC MD MI PI SF * TAY SE GL VET ADM MF CJ CO HV DV TRMA TBI PEFP PTSD SED SMI * STU * HIVT STDT TBS MST HBT HCT LABT * PEER * TCC * SMON * CHLD YAD ADLT SNR * VAPN * CM SPS ES,33.5530000000,-81.7194000000
VA Augusta Healthcare System,Aiken VA Clinic,951 Milbrook Avenue,,Aiken,SC,29803,706-733-0188 x45611,706-733-0188 x26237,,,,SA MH SUMH * OP * VAHC * LURAS OLANZ QUETI RISPE ZIPRA NRT NSC ANTPYCH * CBT CFT GT IDD IPT TELE AIM * CIT WI * FED VAMC * MC MD MI PI SF SI VAF * VET TRMA PTSD * STU * HIVT STDT TBS MST HBT HCT LABT * TCC * SMON * YAD ADLT SNR * VAPN * DEC FPSY ICM CM IPC SPS,33.5059000000,-81.6951000000
Anderson/Oconee/Pickens MH Center,Anderson Adult Clinic,200 McGee Road,,Anderson,SC,29625,864-260-2220,,,,,MH SUMH * OP * CMHC * CHLOR FLUPH HALOP LOXAP PERPH PIMOZ PROCH THIOT THIOR TRIFL ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ PALIP QUETI RISPE ZIPRA ANTPYCH * CBT CFT DBT EMDR GT IPT TELE * CIT PEON PEOFF WI * STG * CMHG CSBG MC MD OSF PI SF SI SWFS * TAY SE GL CJ CO TRMA PTSD SMI * STU * LABT * PEER * TCC * SMON * CHLD YAD ADLT SNR * AH * VAPN * ACT COOT FPSY PRS SEMP SH CM SPS,34.5271000000,-82.7087000000
Children and Adolescent Services,William E Pascoe Clinic,515 Camson Road,Suite A,Anderson,SC,29625,864-716-2316,,,,,MH SUMH * OP * CMHC * CHLOR FLUPH HALOP LOXAP PERPH PIMOZ PROCH THIOT THIOR TRIFL ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ PALIP QUETI RISPE ZIPRA ANTPYCH * CBT CFT DBT EMDR GT IPT TELE * CIT PEON PEOFF WI * STG * CMHG MC MD OSF PI SCJJ SEF SF SI SMHA SWFS * GL CJ CO TRMA PTSD SED * STU * LABT * PEER * TCC * SMON * CHLD * AH * VAPN * COOT FPSY PRS SH CM SPS ES,34.5271000000,-82.7087000000
Windwood Farm Home for Children,,4857 Windwood Farm Road,,Awendaw,SC,29429,843-884-5342 x12226,843-312-0132,,,,MH SUMH * HI OP RES * MSMH * AT CBT CFT GT IPT TELE * PVTN * MHC * MD SF * GL PTSD SED * STU * TBS LABT * HS * SMON * CHLD * VAPN * FPSY LAD PRS CM ES,33.0063000000,-79.6561000000
Aiken/Barnwell Mental Health Center,The Polly Best Center,916 Reynolds Road,,Barnwell,SC,29812,803-259-7170,,803-641-7700,,,MH SUMH * OP * CMHC * CHLOR HALOP LOXAP PERPH PIMOZ PROCH THIOT THIOR TRIFL ARIPI BREXP CARIP CLOZA ILOPE LURAS OLANZ PALIP QUETI RISPE ZIPRA NSC ANTPYCH * CBT CFT DBT EMDR GT IDD IPT TELE * CIT PEON WI * STG * CMHG MC MD MI OSF PI SCJJ SEF SF SI SMHA SWFS VAF * TAY SE GL CJ CO TRMA PTSD SED SMI * STU * LABT * HS PEER * TCC * SMON * CHLD YAD ADLT SNR * AH * VAPN * ACT COOT FPSY PRS SEMP SH CM SPS ES,33.2335000000,-81.3523000000
Lexington Cnty Comm Mental Health Ctr,Batesburg/Leesville Clinic,119-A Malibu Drive,,Batesburg,SC,29006,803-532-8414,,,,,MH SUMH * OP * CMHC * CHLOR FLUPH HALOP LOXAP PERPH PIMOZ PROCH THIOT THIOR TRIFL ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ PALIP QUETI RISPE ZIPRA ANTPYCH * CBT CFT DBT GT IPT TELE AIM * CIT PEON PEOFF WI * STG * CLF CMHG MC MD MI OSF PI SF SI * TAY SE GL CJ CO TRMA PTSD SMI * STU * LABT * PEER * TCC * SMON * CHLD YAD ADLT SNR * AH * VAPN * ACT COOT DEC FPSY PRS SEMP SH CM SPS,33.8702000000,-81.5505000000
Beaufort Memorial Hospital,Mental Health Services,955 Ribaut Road,,Beaufort,SC,29902,843-522-5200 x5269,843-522-5269,,,,MH SUMH * HI * IPSY * CHLOR FLUPH HALOP PERPH PROCH ARIPI CLOZA LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT ECT GT IPT AIM * PEON WI * LCCG * CLF MC MD MI PI SF SI SMHA VAF * CO SMI * STU * MST LABT * TCC * SMON * YAD ADLT SNR * VAPN * COOT DEC FPSY SPS ES,32.4316000000,-80.6698000000
Coastal Empire Community MH Ctr,Beaufort Mental Health Clinic,1050 Ribaut Road,,Beaufort,SC,29902,843-524-8899,,,,,MH SUMH * OP * CMHC * CHLOR FLUPH HALOP LOXAP PERPH PIMOZ PROCH THIOT THIOR TRIFL ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ PALIP QUETI RISPE ZIPRA ANTPYCH * CBT CFT DBT GT IPT TELE AIM * CIT PEON PEOFF WI * STG * CMHG MC MD MI PI SCJJ SEF SF SI SWFS * TAY SE GL MF CJ CO HV TRMA PEFP PTSD SED SMI * STU * LABT * PEER * TCC * SMON * CHLD YAD ADLT SNR * AH * VAPN * ACT COOT DEC FPSY PRS SEMP SH CM IPC SPS ES,32.4316000000,-80.6698000000
