name1,name2,street1,street2,city,state,zip,phone,intake1,intake2,intake1a,intake2a,service_code_info
Northwestern Counseling and,Support Services Inc/Outpt Trt Unit,107 Fisher Pond Road,,Saint Albans,VT,05478,802-524-6555,802-524-6554,800-834-7793,,,SA MH SUMH * OP RES * MSMH * CHLOR FLUPH HALOP LOXAP PERPH PIMOZ ANTPYCH * CBT CFT DBT GT IDD IPT TMS TELE * CIT PEON PEOFF * PVTN * FQHC * CMHG CSBG ITU MC MD MI OSF PI SCJJ SF SI SMHA SWFS VAF * TAY SE GL VET ADM MF CJ CO HV DV TRMA TBI ALZ PED PEFP PTSD SED SMI * STU * LABT * HS PEER * TCC * SMON * CHLD YAD ADLT SNR * AH * VAPN * ACT COOT FPSY ICM PRS SEMP CM IPC SPS
Soar Learning Center,Northwestern Counseling/Support Servs,178 McGinn Drive,,Saint Albans Bay,VT,05481,802-527-7514,802-524-6554,,,,SA MH SUMH * PHDT * PH * AT CBT GT IDD IPT * CIT PEON * PVTN * MD SEF * SED * SMON * CHLD YAD * AH * VAPN * COOT DEC SEMP CM SPS ES
Northeast Kingdom Human Services Inc,,2225 Portland Street,,Saint Johnsbury,VT,05819,802-748-3181,,802-334-6744,,,SA MH SUMH * OP * OMH * CHLOR HALOP PROCH THIOR ARIPI BREXP CARIP CLOZA LURAS OLANZ OLANZF QUETI RISPE ZIPRA ANTPYCH * AT CBT CFT DBT GT IDD IPT TELE AIM * CIT PEON WI * PVTN * CLF CMHG CSBG MC MD MI OSF PI SF SI SMHA * SS * TAY SE CO TRMA TBI PTSD SED SMI * STU * PEER * SMON * CHLD YAD ADLT SNR * AH * VAPN * COOT FPSY ICM PRS SEMP VRS CM SPS ES
Healthcare and Rehabilitation Services,Springfield Program,390 River Street,,Springfield,VT,05156,802-886-4500,855-220-9429,,,,SA MH SUMH * OP * OMH * CHLOR FLUPH HALOP LOXAP PROCH ARIPI ASENA BREXP CARIP CLOZA LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA ANTPYCH * CBT CFT GT IDD IPT TELE * CIT * PVTN * CMHG MC MD PI SF SI * SS * CO * STU * HS PEER * SMPD * CHLD YAD ADLT SNR * AH * VPPD * COOT DEC FPSY VRS CM SPS
Springfield Health Center,,100 River Street,,Springfield,VT,05156,802-886-8914,,,,,SA MH SUMH * OP * OMH * ARIPI BREXP LURAS QUETI RISPE ZIPRA NRT NSC ANTPYCH * CBT DBT GT IDD IPT TELE * WI * PVTN * FQHC * MC MD MI PI SF SI * PA SS * TAY SE GL CO HV TRMA ALZ PTSD SED SMI * STU * HIVT STDT TBS MST HBT HCT LABT * TCC * SMON * CHLD YAD ADLT SNR * AH SP * VAPN * CDM FPSY CM IPC
Highland Community Services,Childrens Services,383 Baugh Lane,,Abingdon,VA,24210,276-525-1550,276-525-1550 x1553,276-525-1551 x1553,,,MH SUMH * OP PHDT * CMHC * CBT GT TELE * CIT PEON PEOFF * LCCG * CLF CMHG CSBG MD PI SCJJ SF SI SMHA SWFS * PA SS * CJ CO TRMA SED * TCC * SMON * CHLD YAD * VAPN * COOT FPSY ICM PRS TPC CM SPS ES
Highlands Community Services,Campus,610 Campus Drive,Outpatient Suite 100,Abingdon,VA,24210,276-525-1550,276-525-1550 x1553,,,,SA MH SUMH * OP * OMH * AT CBT CFT DBT EMDR GT IDD IPT TELE * CIT PEON * LCCG * MHC * CLF CMHG CSBG FG MC MD MI OSF PI SCJJ SF SMHA * SS * CJ CO DV TRMA PEFP * STU * HIVT TBS HBT HCT * TCC * SMPD * CHLD YAD ADLT SNR * AH * VPPD * COOT ES
Alexandria Community Services Board,,4850 Mark Center Drive,,Alexandria,VA,22311,703-746-3400,703-746-3535,,,,SA MH SUMH * OP * CMHC * ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT DBT GT IDD IPT TELE * CIT PEON PEOFF WI * LCCG * CLF CMHG CSBG MC MD OSF PI SF SI SMHA SWFS * TAY SE GL CJ CO HV TRMA PTSD SED SMI * STU * HIVT TBS MST HBT HCT LABT * PEER * TCC * SMPD * CHLD YAD ADLT SNR * SP * VPPD * ACT CDM COOT DEC FPSY ICM IMR PRS VRS CM IPC SPS
Center for Discovery,Alexandria,7809 Schelhorn Road,,Alexandria,VA,22306,866-482-3876,855-818-2029,,,,SA MH SUMH * RES * RTCA * CBT CFT DBT GT IPT * PVTP * CLF CMHG CSBG MI OSF PI SCJJ SEF SF SI SMHA SWFS * PED * MST * HS * SMPD * YAD ADLT * VAPN * DEC FPSY CM
Center for Discovery,Alexandria,209 Madison Street,Suite 3-B,Alexandria,VA,22306,855-818-2029,,,,,MH * OP * PH * AT CBT CFT DBT GT IDD IPT * PVTP * PI SF * GL CO TRMA PED PTSD * MST * SMPD * CHLD YAD ADLT * VPPD * DEC FPSY CM
Sandstone Care,Alexandria,5400 Shawnee Road,Suite 101,Alexandria,VA,22312,571-556-7505,,,,,SA MH SUMH * OP PHDT * PH * AT CBT CFT DBT GT IDD IPT TELE * PVTP * ITU MI PI SF * TAY CO TRMA PTSD SED * STU * PEER * TCC * SMPD * CHLD YAD ADLT * VPPD * ACT DEC FPSY VRS CM ES
Arlington County Community Servs Board,,2100 Washington Boulevard,,Arlington,VA,22204,703-228-6551,703-228-5150,,,,SA MH SUMH * OP * OMH * CHLOR FLUPH HALOP PERPH PROCH TRIFL ARIPI ASENA CLOZA LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA ANTPYCH * AT CBT DBT GT IDD IPT TELE AIM * CIT PEON PEOFF WI * LCCG * CLF CMHG CSBG MC MD MI OSF PI SF SI SMHA * PA SS * TAY SE VET ADM MF CJ CO HV TRMA ALZ PEFP PTSD SED SMI * STU * MST LABT * HS PEER * TCC * SMPD * CHLD YAD ADLT SNR * AH SP * VPPD * ACT COOT DEC FPSY PRS SEMP SH VRS CM SPS ES
Kolmac Integrated Behavioral Health,,1701 Clarendon Boulevard,Suite 115,Arlington,VA,22209,888-852-6962,,,,,SA MH SUMH * OP * OMH * NRT NSC * CBT CFT DBT IDD IPT TELE * PVTP * MI PI SF * CO * STU * TCC * SMOP * YAD ADLT SNR * VAPP * FPSY CM SPS ES
Virginia Hospital Center,,1701 North George Mason Drive,,Arlington,VA,22205,703-558-6933,703-558-6755,,,,SA MH SUMH * HI * IPSY * HALOP THIOR CLOZA NRT NSC ANTPYCH * AT ECT GT IDD * PEON PEOFF * PVTN * CLF MC MD MI PI SF SI SMHA VAF * VET ADM TBI PTSD SMI * STU * MST LABT * TCC * SMON * YAD ADLT SNR * AH SP * VAPN * COOT CM IPC SPS
Hanover County Comm Services Board,,12300 Washington Highway,,Ashland,VA,23005,804-365-4222,,,,,SA MH SUMH * OP * CMHC * FLUPH HALOP LOXAP PERPH THIOR TRIFL ARIPI ASENA BREXP CARIP CLOZA LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA ANTPYCH * AT CBT CFT DBT EMDR GT IDD IPT TELE AIM * CIT PEOFF WI * LCCG * CLF CMHG CSBG MC MD MI OSF PI SCJJ SEF SF SI SMHA SWFS * PA SS * CO SED SMI * STU * MST LABT * HS PEER * TCC * SMPD * CHLD YAD ADLT SNR * AH * VPPD * ACT COOT FPSY PRS SEMP CM
Frontier Health Inc,Wise County Behavioral Health Services,43 Champions Avenue,,Big Stone Gap,VA,24219,276-523-8300 x8318,276-523-8301,,,,SA MH SUMH * OP * OMH * CHLOR HALOP LOXAP ARIPI BREXP CARIP ILOPE OLANZ PALIP QUETI RISPE NRT NSC ANTPYCH * AT CBT CFT DBT EMDR GT IDD IPT TELE AIM * CIT WI * PVTN * CMHG CSBG MC MD MI OSF PI SCJJ SEF SF SMHA SWFS VAF * PA SS * TAY SE GL VET ADM MF CJ CO HV TRMA TBI ALZ PED PTSD SED SMI * STU * TBS MST LABT * PEER * TCC * SMPD * CHLD YAD ADLT SNR * AH * VPPD * ACT COOT FPSY PRS SEMP SH TPC VRS CM IPC SPS ES
SaVida Health,Big Stone Gap,310 Cloverleaf Square,Suite B-2,Big Stone Gap,VA,24219,276-335-1060,,,,,SA MH SUMH * OP * OMH * ANTPYCH * CBT IDD IPT TELE * PVTP * MC MD MI PI SCJJ SF SI VAF * SS * CO * HIVT HBT HCT LABT * PEER * TCC * SMON * YAD ADLT SNR * VAPN * AOT COOT ICM IMR CM ES
New River Valley Community Services,Montgomery Center,700 University City Boulevard,,Blacksburg,VA,24060,540-961-8300,540-961-8400,,,,SA MH SUMH * OP * CBHC * ANTPYCH * CBT CFT DBT GT IPT TELE * CIT PEON PEOFF WI * LCCG * CLF CMHG CSBG MC MD MI OSF PI SCJJ SF SI SMHA SWFS * SS * VET MF CJ TRMA PTSD SED SMI * STU * MST * PEER * TCC * SMPD * CHLD YAD ADLT SNR * AH * VPPD * ACT COOT DEC FPSY IMR CM IPC SPS
SaVida Health,TASL Clinic,2609 Sheffield Drive,Suite 100,Blacksburg,VA,24060,540-443-0114,,,,,SA MH SUMH * OP * NRT NSC ANTPYCH * IDD * PVTP * MC MD PI SF * SE GL VET CO HV SMI * STU * HIVT MST HBT HCT LABT * PEER * TCC * SMPD * YAD ADLT SNR * VPPD * IPC SPS
Southside Behavioral Health,Children and Family Mecklenburg,523 Madison Street,,Boydton,VA,23917,434-738-0406,,,,,SA MH SUMH * OP * OMH * CFT GT IDD IPT TELE AIM * CIT PEON PEOFF * LCCG * CLF CMHG CSBG MC MD MI OSF PI SF SI SMHA SWFS * PA SS * GL CJ CO SED * STU * PEER * TCC * SMON * CHLD YAD * AH * VAPN * COOT FPSY CM
Southside Behavioral Health,Mecklenburg County,523 Madison Street,,Boydton,VA,23917,434-738-0154,,,,,SA MH SUMH * OP * OMH * CHLOR HALOP PERPH ASENA BREXP CARIP CLOZA LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA ANTPYCH * CFT GT IDD IPT TELE AIM * CIT PEON PEOFF WI * LCCG * CLF CMHG CSBG MC MD MI OSF PI SF SI SMHA SWFS * PA SS * TAY CJ CO SMI * STU * LABT * PEER * TCC * SMON * YAD ADLT SNR * AH * VAPN * COOT CM
Ballad Hlth Bristol Reg Med Ctr,Ridgeview Pavilion,103 North Street,Suite A,Bristol,VA,24201,423-844-6012,,423-844-6000,,,MH SUMH * HI * IPSY * HALOP PIMOZ ARIPI CLOZA LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT CFT DBT GT IDD IPT TELE AIM * CIT * PVTN * CLF CMHG CSBG MC MD MI OSF PI SF SI SMHA VAF * SE GL VET ADM MF CO HV TRMA PTSD SMI * STU * MST LABT * TCC * SMON * YAD ADLT SNR * AH * VAPN * COOT DEC FPSY ICM IMR CM IPC SPS ES
Care Clinic,,311 Gate City Highway,Suite F,Bristol,VA,24201,844-782-6963,,,,,SA MH SUMH * OP * OMH * NRT ANTPYCH * IDD TELE * PVTP * MHC * PI SF * SMON * YAD ADLT SNR * VAPN
CMCSB,Main A Office,- - -,,Cedar Bluff,VA,24609,276-964-6702,,,,,SA MH SUMH * OP * OMH * ANTPYCH * CBT GT IPT TELE AIM * CIT * LCCG * CMHG MC MD PI SF SMHA * MST LABT * PEER * SMPD * CHLD YAD ADLT SNR * AH * VPPD * COOT CM SPS ES
CMCSB Administration,Allison Building,- - -,,Cedar Bluff,VA,24609,276-964-6702,,,,,SA MH SUMH * OP * OMH * ANTPYCH * CBT CFT IDD IPT TELE AIM * CIT * LCCG * CMHG MC MD PI SF * SMPD * CHLD * AH * VPPD * COOT CM SPS
SaVida Health,,4003 Steelsburg Highway,,Cedar Bluff,VA,24609,540-742-7330,,,,,SA MH SUMH * OP * OMH * ANTPYCH * CBT IDD IPT TELE * PVTP * MC MD MI PI SCJJ SF SI VAF * SS * CO * HIVT HBT HCT LABT * PEER * TCC * SMON * YAD ADLT SNR * VAPN * AOT COOT ICM IMR CM ES
UMFS,Leland House,13525 Leland Road,,Centreville,VA,20120,703-222-3558 x102,,,,,MH SUMH * RES * RTCC * RISPE NSC ANTPYCH * AT CBT CFT DBT GT IDD IPT TELE * CIT * PVTN * CLF MD PI SMHA SWFS * GL CJ TRMA PED PTSD SED * STU * TBS * PEER * TCC * SMON * CHLD * VAPN * DEC FPSY ICM IMR PRS CM IPC SPS ES
Sandstone Care,Detox Center,15100 Enterprise Court,Suite 300,Chantilly,VA,20151,703-686-5753,,,,,SA MH SUMH * HI PHDT RES * RTCA * NRT * AT CBT CFT DBT GT IDD IPT * PVTP * ITU MI PI SF SI * SE * STU * PEER * TCC * SMPD * YAD ADLT SNR * VPPD * ACT COOT DEC FPSY PRS SH VRS CM ES
Empowering Families Program,,901 Preston Avenue,Suite 201,Charlottesville,VA,22903,434-971-8454,,,,,SA MH SUMH * OP * OMH * CBT CFT GT IDD IPT * PVTP * CLF CMHG CSBG MC MD MI PI SCJJ SF SI SMHA SWFS * TCC * SMOP * CHLD YAD ADLT SNR * VAPP * COOT DEC FPSY SPS
Health Connect America,,485 Hillsdale Drive,Suite 306,Charlottesville,VA,22901,434-326-1200,,,,,SA MH SUMH * OP * OMH * ANTPYCH * AT CBT CFT DBT IDD IPT TELE * PVTP * CLF MD OSF PI SCJJ SEF SF SWFS * GL CJ CO TRMA PTSD SED * SMOP * CHLD YAD ADLT SNR * VAPP * ACT COOT DEC FPSY TPC SPS
Chesapeake Integrated Behavioral Hlth,Behavioral Healthcare,224 Great Bridge Boulevard,,Chesapeake,VA,23320,757-547-9334,,,,,SA MH SUMH * OP * CMHC * CHLOR FLUPH HALOP PERPH THIOT TRIFL ARIPI BREXP CARIP LURAS OLANZ PALIP QUETI RISPE ZIPRA ANTPYCH * AT CBT CFT DBT GT IDD IPT TELE AIM * CIT PEON PEOFF WI * LCCG * CLF CMHG CSBG FG MC MD MI OSF PI PCF SF SI SMHA SWFS * SS * TAY VET CJ CO TRMA PTSD SED SMI * STU * HIVT STDT TBS MST HBT HCT LABT * HS PEER * TCC * SMPD * CHLD YAD ADLT SNR * AH * VAPP * ACT COOT FPSY IMR PRS SEMP SH CM SPS ES
Life Consultants Inc,,4020 Portsmouth Boulevard,,Chesapeake,VA,23321,757-529-8844,,,,,MH * OP RES * OMH * GT IPT * CIT * PVTP * MHC * MD * TAY GL VET CO DV TRMA PTSD SMI * HS * SMPD * YAD ADLT * SP * VPPD
Chesterfield Community Services Board,Mental Health Support Services,6801 Lucy Corr Boulevard,Rogers Building,Chesterfield,VA,23832,804-748-1227,804-768-7318,,,,SA MH SUMH * OP * CMHC * CHLOR FLUPH HALOP LOXAP PERPH PIMOZ PROCH THIOT THIOR TRIFL ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA ANTPYCH * AT CBT CFT DBT EMDR GT IDD IPT TELE AIM * CIT PEON PEOFF WI * LCCG * CLF CMHG CSBG MC MD OSF PI SCJJ SF SI SMHA SWFS * PA SS * CO TRMA SED SMI * STU * MST * HS PEER * SMPD * CHLD YAD ADLT SNR * AH SP * VPPD * ACT COOT DEC FPSY ICM PRS SEMP SH VRS CM SPS
Carilion New River Valley Medical Ctr,Carilion Mental Health,2900 Lamb Circle Road,,Christiansburg,VA,24073,540-731-2000,800-284-8898,,,,SA MH SUMH * HI OP * IPSY * CHLOR FLUPH HALOP PERPH ARIPI CLOZA LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT CFT GT IPT KIT TELE * PVTN * MC MD PI SF SI * SE CO SMI * STU * HIVT STDT MST HBT HCT LABT * TCC * SMON * YAD ADLT SNR * AH * VAPN * DEC FPSY IPC
EHS,,138 Oak Tree Boulevard ,,Christiansburg,VA,24073,540-260-3495,,,,,SA MH SUMH * OP * OMH * CBT CFT DBT GT IDD IPT TELE * PVTP * MD PI SF * SE CO TRMA PTSD SMI * HS * SMPD * YAD ADLT SNR * VPPD * SPS ES
Dickenson Community Hospital,,312 Hospital Drive,,Clintwood,VA,24228,276-926-0300,276-926-0251,,,,MH * HI OP * IPSY * CHLOR FLUPH HALOP PERPH ARIPI CLOZA ILOPE LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT CFT GT IPT TELE * CIT PEON WI * PVTN * MC MD PI SF SI * SE ALZ * STU * TCC * SMON * SNR * AH * VAPN * COOT FPSY CM IPC
Savida Health,,132 McClure Avenue,,Clintwood,VA,24228,276-409-5440,,,,,SA MH SUMH * OP * OMH * ANTPYCH * CBT IDD IPT TELE * PVTP * MC MD MI PI SCJJ SF SI VAF * SS * CO * HIVT HBT HCT LABT * PEER * TCC * SMON * YAD ADLT SNR * VAPN * AOT COOT ICM IMR CM ES
Colonial Heights Counseling,,3660 Boulevard,Suite A,Colonial Heights,VA,23834,804-520-7210,804-862-8008,,,,SA MH SUMH * OP * CBHC * ANTPYCH * GT IDD IPT * CIT PEOFF * LCCG * CLF CMHG MC MD MI OSF PI SCJJ SEF SF SI SMHA SWFS * SS * CO SMI * PEER * SMPD * CHLD YAD ADLT SNR * VAPP * CM SPS
Alleghany Clubhouse,,421 West Riverside Street,,Covington,VA,24426,540-965-7673,504-965-2100 x140,540-965-6537,,,SA MH SUMH * OP * OMH * NRT * AT CBT GT IDD IPT TELE * CIT PEON * PVTN * CLF CMHG CSBG MC MD OSF PI SCJJ SF SMHA SWFS VAF * CO TRMA PTSD SMI * STU * PEER * TCC * SMPD * YAD ADLT SNR * VPPD * CDM COOT DEC IMR PRS SEMP VRS SPS ES
Timber Ridge School,Leary Educational Foundation Inc,1463 New Hope Road,,Cross Junction,VA,22625,540-888-3456,,,,,SA MH SUMH * RES * RTCC * CHLOR HALOP PROCH ARIPI CLOZA LURAS OLANZ OLANZF QUETI RISPE ANTPYCH * AT CBT CFT DBT GT IDD IPT TELE * CIT * PVTN * CLF MD MI OSF PI SCJJ SEF SF SMHA SWFS * CJ CO TRMA SED * STU * TCC * SMON * CHLD YAD * VAPN * COOT DEC FPSY PRS SEMP CM ES
Empowering Families Program,,206 South East Street,,Culpeper,VA,22701,540-829-6685,,,,,SA MH SUMH * OP * OMH * CBT CFT GT IDD IPT * PVTP * CLF CMHG CSBG MC MD MI PI SCJJ SF SI SMHA SWFS * TCC * SMOP * CHLD YAD ADLT SNR * VAPP * COOT DEC FPSY SPS
Danville Pittsylvania Community Servs,(DPCS),245 Hairston Street,,Danville,VA,24540,434-793-4931,434-793-4931 x3001,,,,SA MH SUMH * OP * CMHC * HALOP CLOZA OLANZF RISPE NSC ANTPYCH * AT CBT CFT EMDR GT IDD IPT TELE * CIT PEON PEOFF WI * LCCG * CMHG CSBG MC MD PI SF SI * SS * CO TRMA SED * STU * LABT * HS PEER * SMON * CHLD YAD ADLT SNR * AH * VAPN * ACT COOT PRS SH CM SPS ES
Hughes Center for Exceptional Children,,1601 Franklin Turnpike,,Danville,VA,24540,434-836-8500 x1010,434-836-8500,434-836-8508,,,MH SUMH * RES * RTCC * CHLOR HALOP ARIPI ASENA BREXP CARIP CLOZA LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT ANTPYCH * AT CBT CFT DBT IPT AIM * PVTP * CLF MD MI OSF PI SCJJ SEF SF SI SMHA SWFS * TAY GL MF TRMA PTSD SED SMI * STU * HIVT STDT TBS MST HBT HCT LABT * TCC * SMON * CHLD YAD * VAPN * FPSY PRS CM SPS ES
Southern Virginia MH Institute,,- - -,,Danville,VA,24541,434-799-6220,,,,,SA MH SUMH * HI * PSY * CHLOR FLUPH HALOP LOXAP PERPH THIOT ARIPI ASENA BREXP CARIP LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT DBT GT IDD IPT AIM * CIT PEON * STG * MC MD MI OSF PI SCJJ SF SI SMHA * CJ CO SMI * STU * MST LABT * PEER * TCC * SMON * YAD ADLT * AH * VAPN * CDM COOT DEC FPSY ICM IMR PRS CM IPC
Spero Health,,789 Piney Forest Road,,Danville,VA,24540,434-208-2987,,,,,SA MH * OP * NRT NSC * GT IDD IPT TELE * PVTP * MC MD PI * SE GL CO HV DV TRMA PED SMI * STU * HIVT STDT HBT HCT * PEER * TCC * SMPD * YAD ADLT SNR * VPPD * COOT CM SPS
Dinwiddie Counseling Services,,13900 Courthouse Road,Suite C,Dinwiddie,VA,23841,804-469-3746,804-862-8008,,,,SA MH SUMH * OP * CBHC * ANTPYCH * GT IDD IPT * CIT PEOFF * LCCG * CLF CMHG MC MD MI OSF PI SCJJ SEF SF SI SMHA SWFS * SS * CO SMI * PEER * SMPD * CHLD YAD ADLT SNR * VAPP * CM SPS
District 19 Community Services Board,Greensville/Emporia Counseling Service,1101 Greensville County Circle,,Emporia,VA,23847,434-348-8900,,,,,SA MH SUMH * OP * OMH * CHLOR FLUPH HALOP PERPH ARIPI ASENA CLOZA ILOPE LURAS OLANZ PALIP QUETI RISPE ZIPRA ANTPYCH * CBT GT IPT TELE * CIT PEON PEOFF WI * LCCG * CLF CMHG MC MD OSF PI SCJJ SEF SF SI SMHA SWFS * CO SED SMI * STU * MST LABT * PEER * SMPD * CHLD YAD ADLT SNR * AH * VPPD * COOT FPSY SEMP SH VRS CM SPS
Center for Discovery,Fairfax,5343 Summit Drive,,Fairfax,VA,22030,866-862-3631,855-818-2029,,,,MH SUMH * RES * RTCC * CBT CFT DBT GT IPT * PVTP * MI PI SF * PED * MST * HS * SMON * CHLD * VAPN * DEC FPSY CM
Fairfax/Falls Church Comm Servs Board,Merrifield Adult and Youth Services,8221 Willow Oaks Corporate Drive,,Fairfax,VA,22031,703-324-7000,703-383-8500,,,,SA MH SUMH * OP * OMH * CHLOR FLUPH HALOP LOXAP PERPH PIMOZ PROCH ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT CRT CFT DBT GT IDD IPT TELE AIM * CIT PEON PEOFF WI * LCCG * CLF CMHG CSBG MC MD MI OSF PI SF SMHA SWFS * PA SS * TAY SE CJ CO TRMA PEFP SED SMI * STU * TBS MST LABT * HS PEER * TCC * SMPD * CHLD YAD ADLT SNR * AH SP * VPPD * ACT CDM COOT DEC FPSY ICM IMR PRS SEMP SH VRS CM IPC SPS
Inova Behavioral Health,Psychiatric Assessment Center,8221 Willow Oaks Corporate Drive,Suite 4-420,Fairfax,VA,22031,571-623-3500,,,,,MH * OP * OMH * CIT PEON WI * PVTN * MC MD MI PI SF SI VAF * TAY SMI * SMPD * YAD ADLT SNR * AH * VPPD * SPS
Newport Academy,,8280 Willow Oaks Corporate Drive,Suite 125,Fairfax,VA,22031,877-820-6371,,,,,MH * OP PHDT RES * RTCC * AT CBT CFT DBT GT IDD IPT TELE * PVTP * PI SF * GL CO TRMA PTSD SED * SMON * CHLD * VAPN * DEC FPSY PRS VRS CM IPC ES
Discovery Mood and Anxiety Program,Fairfax Station,10416 Burke Lake Road,,Fairfax Station,VA,22039,877-514-4723,,,,,SA MH SUMH * RES * RTCC * ANTPYCH * AT CBT CRT CFT DBT GT IDD IPT * PVTP * PI SF * TAY GL VET ADM CO SED SMI * SMON * CHLD * VAPN * DEC FPSY
Northern Virginia Family Service,Multicultural Center,6400 Arlington Boulevard,Suite 110,Falls Church,VA,22042,571-748-2800,571-748-2818,,,,MH * OP * OMH * ANTPYCH * AT CBT CFT EMDR GT IPT TELE * PVTN * CLF CSBG FG MC MD MI OSF PI PCF SF SI * PA SS * DV TRMA PTSD * SMPD * CHLD YAD ADLT SNR * AH SP FX * F4 F25 F28 * VAPP * COOT FPSY ICM CM
Crossroads Community Services Board,Farmville Clinic,214 Bush River Drive,,Farmville,VA,23901,434-392-7049,866-307-0370,,,,SA MH SUMH * OP * CMHC * ANTPYCH * GT IDD IPT TELE AIM * CIT PEON WI * PVTN * CLF CMHG CSBG MC MD PI SF SI SMHA VAF * CO SED SMI * MST * PEER * TCC * SMPD * CHLD YAD ADLT SNR * AH * VPPD * COOT PRS CM
Augusta Health,Crossroads Mental Health Unit,78 Medical Center Drive,,Fishersville,VA,22939,540-332-4071,540-332-4060,540-332-5826,,,SA MH SUMH * HI OP * IPSY * CHLOR DROPE FLUPH HALOP LOXAP PERPH PROCH ARIPI ASENA CARIP CLOZA LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT CFT DBT GT IPT TELE * CIT WI * PVTN * CLF CMHG CSBG MC MD MI OSF PI SF SI SMHA VAF * SE CO SMI * STU * MST LABT * PEER * TCC * SMON * YAD ADLT SNR * AH * VAPN * COOT DEC FPSY ICM CM IPC SPS ES
New River Valley Community Services,Floyd Clinic,260 Webbs Mill Road,,Floyd,VA,24091,540-745-2047,540-961-8400,,,,SA MH SUMH * OP * OMH * ANTPYCH * CBT CFT DBT GT IDD IPT TELE * CIT PEOFF * LCCG * CLF CMHG CSBG MC MD MI OSF PI SCJJ SF SI SMHA SWFS VAF * SS * TAY MF CJ TRMA PTSD SED SMI * STU * TCC * SMPD * CHLD YAD ADLT SNR * AH * VPPD * COOT FPSY IMR CM SPS
EHS Lynchburg,,17835 Forest Road,Suite A,Forest,VA,24551,434-582-1305,,,,,MH SUMH * OP * OMH * CBT CFT DBT GT IDD IPT TELE * PVTP * MD PI SF * SE CO TRMA PTSD SMI * HS * SMPD * YAD ADLT SNR * VPPD * SPS ES
Western Tidewater Community Services,Franklin Service Center,200 East 2nd Avenue,,Franklin,VA,23851,757-562-2208,757-758-5106,,,,SA MH SUMH * OP * CMHC * CHLOR FLUPH HALOP LOXAP PERPH ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * CBT CFT GT IDD IPT TELE AIM * CIT PEON PEOFF * LCCG * CLF CMHG CSBG MC MD MI PI SCJJ SF SI SMHA SWFS VAF * SS * TAY SE GL VET ADM MF CJ CO HV DV TRMA PTSD SED SMI * STU * HIVT STDT TBS MST HBT HCT LABT * PEER * TCC * SMPD * CHLD YAD ADLT SNR * AH * VAPP * FPSY CM SPS
Rappahannock Area Comm Servs Board,Fredericksburg Clinic,600 Jackson Street,,Fredericksburg,VA,22401,540-373-3223,540-373-3223 x2,,,,SA MH SUMH * OP RES * OMH * GT IDD IPT TELE AIM * CIT PEOFF * LCCG * MHC * CMHG MC MD PI SF SI * PEER * SMON * CHLD YAD ADLT SNR * VAPN * ACT COOT PRS CM
Spotsylvania Regional Medical Center,,4600 Spotsylvania Parkway,5th Floor,Fredericksburg,VA,22408,540-498-4344,877-886-7026,,,,SA MH SUMH * HI * IPSY * CHLOR FLUPH HALOP LOXAP PERPH ARIPI BREXP CARIP CLOZA LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT DBT GT IPT * PEON WI * PVTP * MC MD MI PI SF SMHA * CO TRMA SMI * STU * MST LABT * PEER * TCC * SMON * YAD ADLT SNR * AH * VAPN * COOT FPSY IMR IPC SPS
Northwestern Community Services,Warren/Admin Clinic,209 West Criser Road,Suite 100,Front Royal,VA,22630,540-667-8888,,,,,SA MH * OP * CMHC * FLUPH HALOP NRT NSC ANTPYCH * CBT DBT GT IDD IPT TELE * CIT PEOFF WI * LCCG * CLF CMHG CSBG MC MD MI OSF PI SF SWFS * VET ADM MF CJ CO TRMA SMI * STU * HS PEER * TCC * SMPD * YAD ADLT SNR * AH * VPPD * ACT COOT FPSY ICM PRS CM SPS ES
